row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,
22021,381.20373498597735,6.4170027,,,,444,780,[M+Na]+,,2,22022;22021,358.21451,0,13663.596,19854.846,11582.704,0,12325.26,10816.773,18306.965,0,7801.667,0,0,9096.644,0,0,19143.273,0,0,14940.553,0,12887.379,0,13585.805,0,0,0,0,24339.773,0,18134.379,0,23196.27,25027.887,0,24387.65,12956.567,20427.674,0,31552.842,
22022,341.2112053116835,6.417333,,,,444,780,[M-H2O+H]+,,1,22021,358.21451,5658.18,14769.748,22764.59,17048.957,8900.089,14179.481,11179.604,19728.27,0,7793.7046,12916.414,0,9010.993,0,0,22195.555,0,10065.709,16218.26,0,13882.973,0,13710.421,0,0,12445.789,0,24022.42,10840.97,19245.896,0,24953.537,24793.332,0,26049.332,13750.496,22457.1,12988.288,30482.713,
22024,338.26666668447825,6.419783,,,,629,781,[M+Na]+,,2,22027;22024,315.27744,3300.933,6347.032,0,0,0,0,0,10079.679,0,13045.062,0,2857.9614,27297.057,0,0,0,0,0,0,0,3913.7285,13896.771,0,0,0,0,0,39082.34,0,0,0,0,0,0,0,0,0,0,0,
22027,316.28471586825765,6.42151,,,,629,781,[M+H]+,,2,22024;22027,315.27744,78585.55,140232.0,60301.656,54159.484,5862.483,10044.268,22599.998,246446.78,135354.75,244568.88,77178.67,89429.664,458548.44,39125.34,48672.746,62841.71,79622.055,11080.384,12515.109,0,102414.78,214558.62,23587.64,70352.266,42929.914,14070.254,129558.37,617788.5,9915.9375,13101.238,0,71328.664,8645.244,98430.414,42902.625,11735.115,52207.105,25333.977,19896.166,
22030,146.08123348692874,6.427101,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,186451.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22033,367.19050724297944,6.435344,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6674.7495,0,0,0,0,0,0,0,0,0,0,0,
22035,806.2867234810541,6.4384484,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11721.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22036,828.2685125526574,6.4384484,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6150.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22037,275.2005978927911,6.4401994,,,,,,,,,,,0,0,0,0,0,2754.9524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3649.9895,0,76758.36,0,0,0,0,0,
22038,334.27408519753646,6.4416685,,,,,,,,,,,0,0,0,0,0,0,0,0,6653.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22039,545.2510619726085,6.4510083,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46875.105,0,0,0,0,0,0,0,0,0,0,
22040,552.3530724847152,6.4510083,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17482.812,0,0,0,0,0,0,0,0,0,0,
22041,271.1692222270316,6.4533825,,,,,,,,,,,6162.044,6829.997,8564.888,8226.505,5862.86,8087.0146,11623.748,12623.301,0,4034.8176,8881.085,0,5149.526,6665.717,4828.106,9175.414,0,7819.636,6442.96,0,0,3470.3977,9049.4795,6625.0015,0,8937.55,4937.892,7626.9995,11379.622,8361.621,0,10103.137,9617.347,6695.2617,8208.846,4732.828,12085.248,8877.933,10066.382,
22043,307.19054802199435,6.453408,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15109.696,0,0,0,0,0,
22044,426.40538196515024,6.4536576,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6393.3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22046,762.2604300393542,6.46088,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22352.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22047,784.2422526962036,6.46088,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13722.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22048,489.28498928008224,6.462864,,,,490,782,[M-H2O+H]+,,2,22056;22048,506.28827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42420.484,0,121507.61,0,16920.633,0,0,0,0,0,0,0,0,
22049,310.16488969628716,6.464007,,,,,,,,,,,0,0,0,0,0,0,0,7480.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7570.785,0,0,0,0,0,0,0,0,0,
22052,363.2143825703653,6.4646955,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14741.028,0,0,0,0,0,
22056,529.2774882662799,6.4657397,,,,490,782,[M+Na]+,,2,22056;22048,506.28827,0,0,0,0,0,0,18264.162,25405.55,0,13985.201,0,0,0,8055.6543,0,0,0,0,0,0,0,0,16990.768,0,0,9230.492,0,0,569484.5,13298.095,65724.805,12890.197,10178.234,10876.818,0,10355.967,40192.676,12752.8545,0,
22057,435.15264446978614,6.469753,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8824.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22058,869.2975633985556,6.469753,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12511.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22061,331.188356861232,6.4832783,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10149.93,0,0,0,0,0,
22063,265.1798275536441,6.4881916,,,,,,,,,,,7654.303,3611.8652,7786.0806,0,0,0,0,0,9320.092,0,0,0,6384.041,6401.188,0,0,0,0,0,0,11694.149,0,0,0,0,0,0,0,0,0,4622.619,0,0,23526.244,0,0,0,0,0,
22064,418.2801863767396,6.4884067,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7199.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22065,165.05468778174097,6.4913025,,,,,,,,,,,0,0,8995.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22066,413.13954202827597,6.4986544,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83790.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22067,825.2714134791049,6.4986544,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207130.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22068,847.2531087519864,6.4986544,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35637.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22072,870.3294291006001,6.4986544,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8669.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22077,445.15504982833426,6.5133357,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6809.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22078,889.3024114285821,6.5133357,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7696.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22081,438.19708184798816,6.516154,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8181.879,0,0,0,0,0,0,0,0,0,0,
22082,457.25620694106635,6.516154,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28170.18,0,0,0,0,0,0,0,0,0,0,
22085,384.28963350085377,6.517839,,,,,,,,,,,0,0,0,0,0,0,0,0,22337.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22087,435.2741688656648,6.5184193,,,,,,,,,,,0,0,0,0,0,0,9624.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4456.4834,0,0,103621.42,0,0,0,0,10375.413,0,0,0,0,0,
22088,535.1933844740399,6.519643,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73815.336,0,0,0,0,0,0,0,0,0,0,0,0,0,
22089,557.1752464192032,6.519643,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59058.254,0,0,0,0,0,0,0,0,0,0,0,0,0,
22091,415.2116144094541,6.521589,,,,595,783,[M+H]+,,4,22092;22096;22093;22091,414.20439,28134.137,83384.4,33860.402,51268.812,30940.574,25352.22,31012.014,22169.742,50088.004,36894.055,33247.348,72890.31,32821.33,24683.523,35129.973,23883.508,29007.465,28919.941,58499.285,151370.73,32270.984,187787.73,46308.145,50447.527,30192.49,21661.59,49481.574,59889.31,49876.188,149824.05,54638.926,101350.3,50843.016,62815.246,44952.547,22892.93,36009.12,30107.29,61818.906,
22092,432.23833880223555,6.5218525,,,,595,783,[M+NH4]+,,4,22092;22096;22093;22091,414.20439,43449.01,126529.555,52167.508,79674.6,49332.145,40274.867,48231.04,34688.793,76578.164,55622.242,51077.22,112754.71,51928.582,40234.29,56185.95,38365.05,47082.562,44494.504,90699.61,249174.19,49670.008,302305.56,71455.445,77549.87,46619.39,34207.96,72391.43,92733.28,80188.734,236677.47,82374.85,159157.89,80418.87,99839.59,70347.82,36482.867,56982.49,46390.586,95532.375,
22093,437.1936381462377,6.521954,,,,595,783,[M+Na]+,,4,22092;22096;22093;22091,414.20439,23966.57,67826.375,31703.47,43369.824,27379.523,20983.945,30376.467,11164.634,41281.812,31919.695,27759.598,61233.85,26145.695,20585.877,28751.727,19690.959,22194.021,25070.566,47843.965,100357.555,24944.445,140682.16,39830.855,43030.555,27652.764,16239.2,37681.32,50744.1,35944.65,114788.305,46942.38,79307.85,47242.75,57500.15,36969.836,19479.023,20049.5,25142.094,61687.2,
22094,460.26947940796026,6.5221395,,,,595,,,,,,,35131.918,106057.29,41068.777,67957.24,37586.926,33085.03,39302.426,0,61524.406,46741.418,42594.348,82008.945,42370.145,31899.791,46927.34,31508.623,38375.688,36407.605,76697.71,155223.92,41179.63,237698.17,57448.047,59049.266,31291.695,26676.012,62614.9,80893.875,62465.31,184188.9,70630.81,136544.98,67542.98,75385.89,59569.418,31995.883,0,40506.746,82552.67,
22095,446.25389014433136,6.522347,,,,595,,,,,,,6803.3687,20201.98,8571.781,14134.619,7346.2764,5632.583,7154.7437,0,12089.809,8034.8726,7041.6113,14752.352,7686.599,5489.033,8530.667,5173.712,6542.639,6728.098,14234.717,37075.832,7033.613,45418.27,10334.498,10490.772,4864.403,4465.882,10799.997,13783.25,10914.555,35592.168,11935.915,24499.09,11797.832,14260.079,10507.549,5133.0747,0,6616.502,14345.698,
22096,453.16746213088305,6.522583,,,,595,783,[M+K]+,,4,22092;22096;22093;22091,414.20439,7932.7915,26460.533,10913.222,15471.137,0,6987.936,9684.418,0,15719.848,10501.387,10752.867,29979.877,12726.187,7221.0503,10284.068,6726.1465,7716.9595,7943.123,19188.354,45965.293,8613.125,59278.773,12242.228,11433.919,10827.549,6141.099,13519.488,19210.977,13016.965,45017.348,17265.73,34804.05,17450.344,19724.271,13626.577,6901.966,0,9522.049,23692.324,
22097,328.24831281963,6.5234957,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8203.867,0,0,0,0,0,0,0,0,
22099,333.20365854744387,6.526043,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5176.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19048.555,0,0,0,0,0,0,0,0,
22100,391.3360089570068,6.5261292,,,,481,,,,,,,0,0,0,0,0,0,0,18299.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16459.086,0,0,
22101,397.3104098513283,6.5261292,,,,481,,,,,,,0,0,0,0,0,0,0,58096.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52791.582,0,0,
22102,409.34683924020135,6.5261292,,,,481,,,,,,,0,0,0,0,0,0,0,97931.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92120.41,0,0,
22105,438.3450452565953,6.528885,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7938.8594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22106,488.28546034295636,6.5303454,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021.7036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22117,437.34177079117785,6.5334,,,,481,,,,,,,0,0,0,0,0,0,0,869705.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5505.826,25347.803,0,0,0,0,0,0,0,0,0,0,0,0,807878.9,0,0,
22118,455.35217350034884,6.5334,,,,481,,,,,,,0,0,0,0,0,0,0,1222129.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8210.143,37833.938,0,0,0,0,0,0,0,0,0,0,0,0,1142558.2,0,0,
22120,587.3946453085466,6.5344186,,,,481,784,[M-H2O+H]+,,3,22138;22129;22120,604.39783,0,0,0,0,0,0,0,184898.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4729.9766,0,0,0,0,0,0,0,0,0,0,0,0,174033.98,0,0,
22121,189.16375752911284,6.5371857,,,,481,,,,,,,0,0,0,0,0,0,0,10489.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10697.299,0,0,
22122,203.17954543197575,6.5371857,,,,481,,,,,,,0,0,0,0,0,0,0,18700.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16004.476,0,0,
22124,425.34183421306864,6.5371857,,,,481,,,,,,,0,0,0,0,0,0,0,21908.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20070.355,0,0,
22125,473.3615824623121,6.5371857,,,,481,,,,,,,0,0,0,0,0,0,0,22411.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21031.844,0,0,
22126,496.3791849026338,6.5371857,,,,481,,,,,,,0,0,0,0,0,0,0,16824.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16519.406,0,0,
22127,569.3839344933781,6.5371857,,,,481,784,[M-2H2O+H]+,,3,22138;22129;22127,604.39783,0,0,0,0,0,0,0,23612.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23718.42,0,0,
22128,737.4474419015859,6.5371857,,,,481,,,,,,,0,0,0,0,0,0,0,29344.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29040.771,0,0,
22129,627.3869758717808,6.5380917,,,,481,784,[M+Na]+,,6,22138;22137;22135;22129;22120;22127,604.39783,0,0,0,0,0,0,0,441681.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10056.652,0,0,0,0,0,0,0,0,0,0,0,0,427098.2,0,0,
22132,309.20666291893343,6.5407386,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23554.926,0,0,0,0,0,
22133,149.1326379963242,6.541844,,,,481,,,,,,,0,0,0,0,0,0,0,40492.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37883.547,0,0,
22134,207.17447910642628,6.541844,,,,481,,,,,,,0,0,0,0,0,0,0,11758.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11499.13,0,0,
22135,643.3609558939928,6.541844,,,,481,784,[M+K]+,,2,22129;22135,604.39783,0,0,0,0,0,0,0,24525.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26821.205,0,0,
22137,605.4049618669044,6.542695,,,,481,784,[M+H]+,,3,22138;22137;22129,604.39783,0,0,0,0,0,0,0,70592.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70166.93,0,0,
22138,622.4318140376315,6.542695,,,,481,784,[M+NH4]+,,5,22138;22137;22129;22120;22127,604.39783,0,0,0,0,0,0,0,124358.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122138.99,0,0,
22139,291.19588220683846,6.547343,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35909.543,0,0,0,0,0,
22142,768.489832724047,6.5573564,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13504.929,0,0,
22143,293.21115516163184,6.563353,,,,,,,,,,,5313.959,0,0,3936.1853,0,5634.9272,0,0,0,0,0,0,0,15155.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11290.369,0,0,0,3535.3372,0,0,0,0,
22144,331.18874265677897,6.5658174,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21789.756,0,0,0,0,0,
22145,379.24606934079156,6.5658174,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32793.355,0,0,0,0,0,
22146,844.2425839390286,6.5672207,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13384.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22147,407.3633077004829,6.568176,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5382.2715,0,0,0,0,0,0,0,0,0,0,0,0,6908.587,0,18351.076,0,0,0,0,0,0,0,0,0,0,0,0,
22148,806.2870569645918,6.5711436,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99350.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22149,828.2687679609783,6.5711436,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58457.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22150,851.3449486818994,6.5711436,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10222.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22152,351.2533529240511,6.575129,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11513.761,0,0,
22153,686.4108768311992,6.5752916,,,,,,,,,,,0,0,0,0,0,0,0,22087.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22154,265.18004553820407,6.576915,,,,,,,,,,,0,0,5068.4053,0,0,0,0,0,4423.5303,0,0,0,0,7340.9487,0,0,0,0,0,0,8680.129,0,0,0,0,0,0,0,0,0,0,0,0,41944.656,0,0,0,0,0,
22157,525.2463814048431,6.586108,,,,142,785,[M+K]+,,4,22160;22157;22159;22163,486.28331,0,0,0,0,0,0,0,0,0,0,0,0,0,4191.2637,0,0,0,0,0,0,33309.086,0,0,0,0,0,0,11422.079,0,0,0,0,0,0,5175.6875,0,0,0,0,
22158,524.3224538347802,6.5861588,,,,,,,,,,,0,0,0,0,0,0,0,12229.2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82153.53,0,91818.65,0,22255.162,0,0,0,0,0,13792.526,0,0,
22159,509.2726273408465,6.588108,,,,142,785,[M+Na]+,,4,22160;22157;22159;22163,486.28331,45563.496,16166.216,18979.281,63441.812,0,0,0,32994.66,35616.27,34291.336,13149.13,0,98238.23,48702.883,13311.518,16284.171,0,0,26840.53,0,211152.31,23539.482,0,0,0,0,0,121577.62,0,0,0,28253.004,0,0,61076.344,0,24694.99,27426.35,10617.787,
22160,504.31721630811717,6.5882273,,,,142,785,[M+NH4]+,,5,22157;22160;22159;22163;22164,486.28331,52795.844,19901.996,27166.73,69947.91,0,0,0,0,39784.76,43848.63,19004.262,0,104540.35,57100.418,17123.29,22707.105,0,0,33153.055,0,208412.78,27535.01,0,0,0,0,0,112088.55,0,0,0,31903.508,0,0,67546.47,0,7504.5435,30152.69,10096.152,
22162,325.23746209817705,6.5887,,,,142,,,,,,,12503.339,0,6450.8286,17839.219,0,0,0,0,9712.497,10978.237,0,0,24567.617,13408.813,3534.7249,5089.1035,0,0,7977.3447,0,50223.23,6578.038,0,0,0,0,0,27272.172,0,0,0,7770.209,0,0,16292.37,0,0,7260.902,0,
22163,469.2797059175899,6.5887427,,,,142,785,[M-H2O+H]+,,3,22160;22157;22159,486.28331,4403.158,0,0,6347.425,0,0,0,0,0,3668.5635,0,0,9506.966,4467.901,0,0,0,0,0,0,19764.02,0,0,0,0,0,0,9958.446,0,0,0,0,0,0,5861.853,0,0,0,0,
22164,487.2908164729446,6.5895367,,,,142,785,[M+H]+,,1,22160,486.28331,0,0,0,0,0,0,0,0,0,0,0,0,5407.9863,0,0,0,0,0,0,0,12401.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22165,218.081316979596,6.5897393,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,11973.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18062.973,0,
22166,233.19007003905966,6.590588,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22167,307.2267308862205,6.590588,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6982.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22168,532.3481926212638,6.590588,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8144.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22169,336.2898769388382,6.5910697,,,,,,,,,,,0,0,0,0,0,0,13294.994,0,0,0,0,0,51340.5,0,0,0,0,0,0,0,0,4544.9893,7526.172,0,0,0,0,190211.11,17416.793,0,0,0,0,0,0,0,0,0,0,
22170,654.2549636553671,6.594629,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182703.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22171,676.2366276078316,6.594629,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24410.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22172,391.24603877625566,6.594819,,,,1056,786,[M+Na]+,,2,22172;22186,368.25712,0,0,0,0,0,0,0,0,0,0,0,0,4940.5806,0,5774.525,0,0,0,0,0,0,0,0,0,0,0,4189.498,8408.471,0,0,0,0,0,16958.158,4206.2393,0,10309.965,0,0,
22176,348.28986690464814,6.598222,,,,,,,,,,,6576.6772,0,0,0,0,0,0,0,62404.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22177,349.3215041207961,6.599375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7363.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
