row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,
19653,943.5176126382867,8.934862,,,,,,,,,,,0,0,0,0,0,0,0,9073.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67085.55,435665.78,0,0,0,0,0,0,0,11840.877,0,0,0,0,
19661,463.1306918424472,8.937367,,,,303,1888,[M+H]+,,1,19683,462.12366,4852.058,6525.153,7096.161,0,4334.63,0,0,0,0,0,0,0,6055.175,0,5682.3857,0,4516.8013,0,4464.157,0,0,0,10746.001,0,0,0,0,0,5706.1416,0,0,0,0,0,0,0,0,0,0,
19664,529.1506065310028,8.938215,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30635.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19681,800.5193270387546,8.945245,,,,,,,,,,,0,0,0,0,0,9279.312,15821.539,0,0,0,0,9179.86,0,6010.689,0,15945.33,0,0,0,13362.837,19498.707,0,0,0,0,35290.06,0,0,0,0,10424.198,16730.809,0,7336.918,0,0,0,0,0,
19683,485.11301794788363,8.945448,,,,303,1888,[M+Na]+,,4,19661;19668;19682;19683,462.12366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17772.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19686,607.2533646469774,8.945486,,,,71,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82181.59,0,0,0,0,0,0,0,0,28482.912,0,0,0,0,
19687,738.5061343054798,8.9466,,,,,,,,,,,0,0,0,0,0,0,0,29676.4,0,0,0,0,0,0,0,0,0,0,0,28218.602,22918.717,0,0,0,0,36335.996,33857.062,0,0,0,10023.233,0,0,0,34211.086,0,0,0,0,
19691,615.3878911117171,8.948212,,,,216,1893,[M+Na]+,,2,19737;19691,592.39839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25824.873,0,0,0,0,0,0,0,0,0,0,72721.23,0,0,140246.22,0,
19695,261.2214026460919,8.948562,,,,1867,1891,[M+Na]+,,2,19695;19698,238.23514,0,0,0,0,0,0,6546.451,59579.72,0,0,0,0,0,15781.352,0,11955.905,0,0,0,14754.305,37973.402,0,0,0,68538.87,54995.965,67838.63,0,0,0,0,21767.729,0,0,127460.94,0,0,89815.8,0,
19696,335.15150736298955,8.948627,,,,,,,,,,,0,15645.594,6587.3643,19372.15,0,40194.508,44040.918,116150.625,13942.131,10051.077,32797.53,26122.705,13637.778,65715.01,17174.082,43794.99,10311.591,18791.434,5110.509,67999.26,91204.55,7953.672,0,25980.246,111767.61,116992.125,107493.52,3428.1794,8278.391,10412.162,62529.68,61515.26,37004.117,42439.57,144677.12,10756.953,8302.571,122368.0,15660.938,
19701,760.5141766322345,8.949302,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164830.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19710,485.2638225024589,8.951318,,,,71,1895,[M+Na]+,,4,19724;19710;19744;19706,462.2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41231.883,0,0,0,0,0,0,40077.812,0,53710.543,606301.75,0,0,73687.81,0,
19711,279.23189337627764,8.951416,,,,71,,,,,,,9229.216,54964.516,17131.895,66796.625,5705.3545,220920.89,186179.16,1517004.5,36033.86,37993.742,146947.61,85432.71,56602.824,414389.75,64827.11,302633.1,31651.664,72392.52,13393.079,390810.88,923366.5,23488.889,0,113349.19,1694853.9,0,1558226.9,13515.646,24922.664,27893.89,414835.06,595985.94,142029.28,220427.34,3007811.8,36517.453,21839.566,0,47269.65,
19719,802.5356010213272,8.952897,,,,,,,,,,,10085.202,24923.586,0,24744.701,0,59493.703,64524.566,0,28665.408,22523.047,82536.08,35212.367,23288.87,59045.66,19596.586,144733.7,21755.322,41211.223,0,69552.98,85768.53,0,0,64487.164,0,183967.27,185846.6,0,41651.965,0,65487.777,142309.97,18036.332,66677.734,113119.33,24221.707,0,0,38346.85,
19720,759.4291571354423,8.952955,,,,,,,,,,,0,0,0,9097.764,0,11277.4795,9627.774,0,0,0,0,0,0,0,3824.6758,15687.393,0,6898.1816,0,0,11890.707,0,0,13986.126,0,10937.018,0,0,0,0,8970.847,13988.775,12848.309,0,0,0,13180.144,0,6523.531,
19724,480.308823681046,8.954631,,,,71,1895,[M+NH4]+,,4,19724;19710;19744;19706,462.2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12322.857,0,28699.076,153550.39,0,0,17202.117,0,
19727,778.5361952713903,8.955574,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,49583.395,0,0,0,0,112115.375,0,0,0,0,92435.9,0,0,54445.363,0,196778.86,0,0,0,0,0,126154.234,18914.43,65020.04,80223.93,0,0,0,0,
19730,507.24592478097327,8.955812,,,,71,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30047.547,0,0,0,0,0,0,24746.404,0,61976.023,311829.5,0,0,44934.51,0,
19736,730.4656850764007,8.959275,,,,,,,,,,,0,3023.749,4998.3496,8689.81,0,0,12202.54,0,0,7094.457,0,0,0,0,0,0,0,0,0,0,11723.207,0,0,0,0,0,0,7611.9053,3705.5686,4676.8057,0,0,11787.767,0,0,0,4576.228,0,7165.494,
19743,780.5524958512913,8.962261,,,,,,,,,,,0,0,0,0,0,0,210503.81,0,0,0,498761.25,0,0,0,0,0,0,0,0,0,0,0,0,343449.25,0,593163.6,625379.44,0,0,0,0,656533.9,97381.72,339145.3,543869.44,0,0,30948.35,0,
19744,463.28243307021523,8.962416,,,,71,1895,[M+H]+,,3,19724;19710;19744,462.2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33305.832,0,0,0,0,0,0,46930.35,0,103626.5,474488.4,0,0,56395.938,0,
19750,720.5052715376964,8.963172,,,,674,1902,[M+NH4]+,,2,19774;19750,702.47126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60078.19,0,0,0,0,0,0,0,0,0,0,49613.406,0,
19751,405.2634851714309,8.963229,,,,78,,,,,,,0,0,0,0,0,0,0,28575.02,0,0,0,0,0,0,0,0,0,0,0,0,7945.0527,0,0,0,0,0,15132.375,0,0,0,0,0,0,0,0,0,0,0,0,
19752,739.3276790014006,8.96324,,,,78,,,,,,,0,0,0,0,0,0,0,35667.438,0,0,0,0,0,0,0,0,0,0,0,0,15357.043,0,0,0,0,0,12242.255,0,0,0,0,0,0,0,0,0,0,0,0,
19753,671.3401996976111,8.963481,,,,78,1901,[M+Na]+,,5,19757;19732;19756;19758;19753,648.35105,0,0,0,0,0,60254.16,0,1356393.1,0,0,0,0,0,0,0,63141.547,0,0,0,109267.07,460595.0,0,0,116362.53,0,0,559586.56,0,0,0,63855.28,22368.57,0,0,348058.84,0,0,114915.63,0,
19754,423.274080276986,8.963575,,,,78,,,,,,,0,0,0,0,0,0,0,70268.3,0,0,0,0,0,0,0,0,0,0,0,0,20810.521,0,0,9917.254,0,0,38013.934,0,0,0,0,0,0,0,14904.215,0,0,0,0,
19755,608.5249881956236,8.963997,,,,1702,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124956.695,13621.287,0,0,0,0,0,0,0,0,0,19340.35,0,0,18326.016,
19756,649.3584305370176,8.964187,,,,78,1901,[M+H]+,,4,19757;19756;19758;19753,648.35105,0,0,0,0,0,46276.664,0,811226.5,0,0,0,0,0,0,0,33581.625,0,0,0,55705.07,242331.19,0,0,113452.63,0,0,370046.16,0,0,0,34523.984,7294.566,0,0,190745.92,0,0,57069.03,0,
19757,666.3850936301326,8.965026,,,,78,1901,[M+NH4]+,,5,19757;19732;19756;19758;19753,648.35105,0,0,0,0,0,16898.916,0,340198.22,0,0,0,0,0,0,0,12257.606,0,0,0,22091.91,97537.625,0,0,40098.07,0,0,146017.2,0,0,0,12120.458,0,0,0,67078.86,0,0,20338.043,0,
19758,687.3140025411764,8.965275,,,,78,1901,[M+K]+,,5,19757;19732;19756;19758;19753,648.35105,0,0,0,0,0,0,0,95579.766,0,0,0,0,0,0,0,0,0,0,0,0,34926.004,0,0,9210.395,0,0,40020.39,0,0,0,4237.2905,0,0,0,24284.268,0,0,7554.2593,0,
19766,765.4687779171902,8.966994,,,,674,1898,[M+H]+,,2,19766;19708,764.46106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28504.447,0,
19774,725.4602891960197,8.968821,,,,674,1902,[M+Na]+,,2,19774;19750,702.47126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59155.414,0,0,0,0,0,0,0,0,0,0,44698.72,0,
19775,694.4155368556218,8.969223,,,,78,,,,,,,0,0,0,0,0,0,0,43759.418,0,0,0,0,0,0,0,0,0,0,0,0,11517.678,0,0,10070.634,0,0,15395.03,0,0,0,0,0,0,0,0,0,0,0,0,
19783,627.3732562704064,8.971694,,,,27,1907,[M+Na]+,,2,19790;19783,604.3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35672.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19784,337.273955241274,8.973975,,,,71,,,,,,,0,0,0,0,0,0,0,0,0,0,8932.262,0,5853.085,0,5967.3066,0,6659.8394,0,0,0,0,0,0,0,26326.3,14401.127,0,0,0,0,0,37798.86,0,66026.79,260962.1,0,0,46534.92,5861.1006,
19786,307.26346169761433,8.97437,,,,1193,1906,[M-H2O+H]+,,2,19786;19787,324.26705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58260.03,0,0,0,0,
19790,622.4175760134011,8.982978,,,,27,1907,[M+NH4]+,,2,19783;19790,604.3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23385.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19793,365.26892628608516,8.996582,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82747.63,0,0,0,0,
19794,439.3572124398961,9.001189,,,,232,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137491.9,0,0,0,0,0,0,0,23078.049,58728.926,0,0,0,0,0,0,198704.73,8066.918,0,0,0,0,0,0,
19805,457.3674916136196,9.018748,,,,232,1913,[M+Na]+,,2,19803;19805,434.37714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43293.727,0,0,0,0,0,0,0,
19808,299.2006167534376,9.02552,,,,,,,,,,,9834.588,0,0,21669.29,27160.148,24160.832,27409.61,36847.94,38272.637,0,0,13869.085,37369.227,0,27422.469,30406.281,24361.318,33816.434,18565.055,55480.598,13963.164,0,0,0,30453.645,20675.656,37898.84,22305.572,0,21379.287,48848.824,19858.328,34426.797,31710.332,0,0,29784.262,0,40750.98,
19809,655.3941709320258,9.025844,,,,,,,,,,,22186.783,15558.752,22218.719,0,49242.6,0,34216.836,0,42568.402,0,21160.139,17345.959,54429.164,0,39154.125,34794.15,0,34696.97,26153.645,42510.91,0,0,0,0,0,22475.545,30474.42,28668.574,0,27079.385,48116.26,23935.771,30469.229,36257.727,0,19046.717,0,0,51006.01,
19811,259.20565310098294,9.027731,,,,,,,,,,,7618.176,12536.572,24972.846,32550.254,19994.857,31806.877,13706.232,26434.738,17390.094,46291.676,45279.844,12884.414,37707.53,0,33051.0,27781.877,25966.762,31014.926,10709.3,19967.686,19265.732,17332.223,0,13089.27,24405.662,10891.46,31996.914,40036.223,7586.1577,34287.32,32137.725,23075.707,25057.254,35501.934,122568.57,21550.314,26085.242,24966.871,21467.479,
19815,355.2840715555674,9.0358925,,,,1659,,,,,,,6769.188,9997.414,6192.0225,17030.066,9406.18,10329.921,0,7291.2197,9751.955,22884.773,9877.17,13879.702,28340.584,10828.923,26275.139,13059.642,21045.627,9389.406,8782.473,10224.505,8446.87,7689.3887,0,5060.773,0,63773.027,0,6315.03,6985.849,16405.152,7502.0083,12469.431,8403.278,22990.01,21733.156,5743.867,6376.4053,17961.693,25128.309,
19817,583.2190508541744,9.037847,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,20032.309,0,0,0,0,0,0,0,0,0,0,0,0,0,16034.317,0,0,0,0,0,0,0,0,0,0,0,0,0,
19820,615.4032014671949,9.039113,,,,,,,,,,,38238.047,40405.156,60899.367,53853.54,88691.914,76274.91,74268.16,0,109319.79,0,58676.953,51807.33,112373.64,0,81493.18,0,87367.74,89844.17,56858.44,147134.56,0,24161.277,0,0,0,66550.836,78255.6,62842.625,16520.984,54638.97,96842.016,0,92195.56,91006.66,0,40334.18,74602.17,0,116766.74,
19826,612.4467417976401,9.042988,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39507.465,0,0,0,0,0,0,0,7677.3115,0,0,0,0,0,0,0,
19830,583.4148357547757,9.046132,,,,,,,,,,,17025.73,30256.375,78813.26,33163.715,41929.402,59714.605,31617.389,51292.027,103856.93,257254.9,53760.125,34177.25,44594.395,19734.691,27257.078,131996.33,74459.57,0,24054.156,92796.31,20236.33,74065.89,0,29327.334,41324.062,37873.516,49968.69,41634.39,0,13020.647,51574.46,70264.92,0,0,0,25147.68,0,0,47076.355,
19832,565.4045587264617,9.047029,,,,,,,,,,,5019.4863,10502.022,24237.393,9118.003,14218.858,19437.559,11639.796,17043.97,38851.85,43308.297,14722.067,12871.292,11903.692,4563.909,10831.425,46890.27,26883.742,17877.639,8375.016,29726.062,5557.2354,27644.592,0,9845.93,0,12561.989,13945.494,14059.379,3314.9165,0,17601.912,39139.59,17102.637,0,0,7354.512,17617.176,12459.077,13195.595,
19833,617.404113191692,9.047133,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16804.842,0,0,0,0,0,0,0,78896.42,0,0,0,0,0,0,0,15862.655,0,0,13497.697,0,0,0,0,
19834,600.417184434262,9.047194,,,,,,,,,,,128775.36,194306.45,0,137056.88,202716.33,217883.88,208153.89,251794.45,399990.72,435753.1,185568.38,0,184573.03,91708.26,199447.72,221308.81,256844.73,215652.4,177986.36,306457.06,120886.02,336621.3,0,190275.53,177281.38,165381.83,155833.11,185590.62,0,121264.516,222425.19,170310.05,213005.22,136459.61,103213.98,125549.71,257044.89,222650.89,157068.7,
19835,601.4220648888531,9.048671,,,,,,,,,,,0,0,157605.95,0,0,0,0,0,0,0,0,104176.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33168.86,0,0,198067.23,0,0,0,0,0,0,0,
19836,181.12238831321696,9.048796,,,,,,,,,,,0,24611.602,0,0,27968.844,38935.754,22769.025,0,67445.1,76522.33,28824.193,21167.252,0,0,23545.04,53000.03,52481.348,0,26934.18,104690.945,0,52128.465,0,23305.602,35162.504,21002.75,33081.145,28140.164,5495.267,0,36232.684,58248.203,31353.451,0,9772.548,18034.83,0,22284.186,0,
19837,435.2895935155624,9.049559,,,,,,,,,,,0,6185.5723,0,0,6095.9385,0,5685.6772,0,49028.23,24488.732,7764.632,0,0,0,7301.693,11655.714,15403.797,10279.028,0,18551.162,0,0,0,6802.5347,7737.1284,4458.2666,8936.409,5938.655,0,0,9766.649,14127.415,0,0,0,0,7712.292,8154.0254,0,
19843,938.5629043897638,9.059666,,,,1583,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141298.14,0,0,0,0,0,0,0,0,0,0,331457.75,0,
19846,728.4943302505937,9.061579,,,,411,1915,[M+NH4]+,,3,19860;19846;19859,710.46054,0,0,0,0,0,0,0,0,0,0,0,50027.305,0,8266.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19848,772.475844088249,9.062767,,,,,,,,,,,23590.771,12335.848,39183.465,25424.393,16856.953,27802.93,16267.151,10882.056,17288.467,18684.113,14176.14,0,16584.38,0,15665.939,0,16986.176,36789.65,24499.238,22774.877,19681.324,11089.797,0,5030.264,6577.626,5725.746,15018.09,25247.51,16571.648,17397.496,15983.464,0,26264.41,5501.2134,0,25644.791,18266.65,0,26901.953,
19849,814.5226133361407,9.064076,,,,,,,,,,,23385.598,20758.928,0,26762.957,26114.152,33960.824,21489.906,22991.193,17050.254,0,12839.463,0,24896.05,0,14160.111,4610.3315,22389.354,27389.195,22595.053,0,33952.293,0,0,11798.313,7819.417,0,36797.777,40241.13,0,26056.484,0,0,46394.67,6212.628,2537.934,30105.566,33276.918,0,32143.797,
19850,966.5940002080479,9.064169,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14195.829,0,0,0,0,0,0,0,0,0,0,22120.121,0,
19851,501.34283522896953,9.06435,,,,784,1914,[M-H2O+H]+,,3,19851;19852;19861,518.34627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44249.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19852,541.3355781255382,9.06435,,,,784,1914,[M+Na]+,,3,19851;19852;19861,518.34627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184352.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19857,648.447301911485,9.071786,,,,1423,1916,[M+NH4]+,,2,19858;19857,630.41367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25225.09,0,0,0,0,0,
19859,733.449887523358,9.071865,,,,411,1915,[M+Na]+,,3,19860;19846;19859,710.46054,0,0,0,0,0,0,0,0,0,0,0,111532.07,0,30113.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19860,711.4677071668658,9.073253,,,,411,1915,[M+H]+,,3,19860;19846;19859,710.46054,0,0,0,0,0,0,0,0,0,0,0,15892.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19861,536.3801583839295,9.074119,,,,784,1914,[M+NH4]+,,3,19851;19852;19861,518.34627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50394.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19863,580.4063799690136,9.078468,,,,2014,1917,[M+NH4]+,,2,19863;19864,562.37242,0,0,0,0,0,0,0,4581.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14961.458,0,
19864,585.3615073160561,9.078468,,,,2014,1917,[M+Na]+,,2,19863;19864,562.37242,0,0,0,0,0,0,0,7881.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19468.332,0,
19871,584.4212536958902,9.083795,,,,,,,,,,,16926.1,26720.83,54313.54,18711.707,31305.684,0,30483.05,0,81384.31,0,0,0,0,0,0,0,44496.574,37280.01,23056.662,0,0,60212.53,0,39395.684,0,0,0,0,23740.805,0,0,0,53663.63,31148.123,21275.625,12988.722,38619.223,19895.988,9145.666,
19874,717.4186257280215,9.087837,,,,,,,,,,,12813.385,15154.776,13641.591,33842.156,15197.182,35353.64,17985.951,0,0,16260.039,0,0,28592.736,8629.857,23346.443,26369.182,28762.43,25175.855,25766.504,0,19899.176,0,0,31058.734,0,0,8639.41,17476.838,19591.879,23710.912,20261.133,22890.914,38979.11,0,0,31900.748,48408.715,0,35245.156,
19875,326.30550125669276,9.089302,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6464.189,0,18463.715,0,0,0,0,0,0,0,0,0,13070.747,0,0,0,0,0,57723.19,0,0,0,0,0,0,0,
19883,873.5122027262865,9.096497,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12619.596,0,0,0,0,0,0,0,0,0,0,0,0,
19884,661.2633245078487,9.096931,,,,1510,1921,[M+Na]+,,2,19884;19887,638.27392,0,0,0,0,0,0,0,0,0,0,0,25864.729,0,0,0,0,0,0,0,0,0,0,0,0,0,34419.01,0,0,6902.208,0,0,0,0,0,0,0,0,0,0,
19886,801.4754223433106,9.098275,,,,2222,1920,[M+Na]+,,2,19876;19886,778.48662,0,10701.371,14462.222,13187.062,14991.397,0,0,0,7969.773,54089.625,23821.818,0,11389.967,0,0,13546.092,11488.545,33212.535,0,0,0,0,0,0,0,0,0,25280.889,0,15773.41,0,22255.994,0,20717.785,0,0,19722.312,0,12331.824,
19887,639.2810150780953,9.09843,,,,1510,1921,[M+H]+,,2,19884;19887,638.27392,0,0,0,0,0,0,0,0,0,0,0,108732.62,17338.719,0,0,0,0,0,0,0,0,0,0,0,0,96105.96,0,0,21173.625,0,0,0,0,0,0,0,0,0,0,
19890,650.4404863144769,9.102256,,,,,,,,,,,8346.429,14785.333,17240.395,18757.125,15688.794,23946.887,15611.984,16088.081,6096.6313,19091.646,7126.3647,7611.892,16215.576,0,20867.668,0,14771.283,17980.498,10612.141,13746.908,27649.488,5408.2964,0,0,20171.3,10217.279,14070.098,24921.35,9554.123,23769.154,19473.068,0,14481.303,0,0,20074.197,20663.807,0,18695.824,
19896,548.358838435588,9.107177,,,,1949,1922,[M+NH4]+,,2,19896;19897,530.32485,0,0,0,0,0,0,0,16420.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19903,676.3519249287583,9.117384,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19895.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19905,655.2761600538238,9.118705,,,,897,1923,[M+H]+,,1,19901,654.26936,0,0,0,0,5483.652,0,0,0,0,0,0,12004.352,20936.158,0,5777.5283,0,0,0,0,0,0,0,0,0,0,63914.645,0,0,4156.029,0,0,0,0,0,0,0,0,0,0,
19906,802.5357770458353,9.121091,,,,897,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41986.316,0,0,0,0,0,0,0,0,0,0,0,0,0,
19908,625.3023591960223,9.124848,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6593.1567,0,0,13905.934,0,3912.913,0,0,0,0,0,0,0,0,0,0,6470.309,0,0,0,0,6691.5254,0,16683.1,18923.623,0,0,30393.46,0,
19911,724.4527113622815,9.136601,,,,1484,1924,[M+Na]+,,2,19911;19916,701.46361,6471.031,0,13103.09,7996.6816,9931.601,9716.747,7404.644,16302.618,0,11629.471,0,0,0,0,4009.358,0,0,7821.328,0,7945.191,12762.331,0,0,0,0,0,13697.909,17414.973,0,0,0,0,16868.824,0,0,7994.7456,7179.9844,0,8505.911,
19913,666.4427985241762,9.140128,,,,305,1926,[M+NH4]+,,3,19913;19912;19914,648.4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17395.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19914,671.3975339416819,9.140128,,,,305,1926,[M+Na]+,,3,19913;19912;19914,648.4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71064.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19915,694.4737849718025,9.140128,,,,305,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12899.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19916,702.4710064366302,9.141045,,,,1484,1924,[M+H]+,,2,19911;19916,701.46361,59276.848,57596.023,136098.4,77711.51,80048.43,80962.15,63934.625,107462.13,46218.543,110942.19,39809.285,8058.1875,60992.36,0,46724.203,9369.457,56495.25,69031.125,50684.133,61421.13,87598.01,41653.047,0,33947.58,22176.504,14806.082,101472.87,131906.25,15581.519,61857.62,38345.18,0,122351.76,29362.074,0,71964.87,85994.24,0,75223.24,
19918,607.2921172603692,9.142262,,,,306,,,,,,,0,0,0,0,0,0,0,0,0,0,0,249924.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19919,629.2736685628528,9.142262,,,,306,,,,,,,0,0,0,0,0,0,0,0,0,0,0,79348.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
