row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,
8568,577.2810151542408,9.925215,,,,,,,,,,,0,7732.2554,0,22399.54,0,0,5826.9805,0,19026.12,0,6192.8525,0,0,0,8756.01,0,0,17544.238,
8569,827.4911763396568,9.929195,,,,,,,,,,,10776.853,20731.44,12027.276,32299.365,0,29146.535,38696.414,26631.791,22498.479,26925.281,10522.578,33669.973,14169.732,11767.493,21936.723,42065.473,12709.545,37507.19,
8570,634.4681717599435,9.931768,,,,78,791,[M+NH4]+,,2,8555;8570,616.43457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106153.016,0,
8571,822.5347334891779,9.932929,,,,,,,,,,,0,0,0,12034.399,0,11554.509,13364.906,5317.4775,8975.087,0,6648.918,12966.731,0,0,9830.896,9468.526,0,18356.172,
8578,780.5512833984967,9.94141,,,,,,,,,,,378416.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215903.69,0,
8583,778.5360405699859,9.942245,,,,,,,,,,,305463.16,128668.72,0,153955.11,0,139738.38,294780.4,0,118208.836,0,232360.08,200469.89,0,0,111357.41,0,0,0,
8588,804.5510650893913,9.945662,,,,,,,,,,,0,0,0,86190.1,0,141301.64,0,0,0,53089.14,262427.38,0,75809.35,0,167656.94,0,0,178715.8,
8589,782.5696010553843,9.946544,,,,,,,,,,,0,0,0,0,0,0,0,206854.78,0,0,0,0,0,101913.75,0,127845.48,0,0,
8601,783.4673154197359,9.962739,,,,,,,,,,,0,7956.8735,6087.0044,5446.9097,0,8973.137,11046.86,11230.183,0,12777.756,5713.9473,5737.56,14631.249,14540.716,0,0,6354.0254,7911.1206,
8605,785.4818478568336,9.984699,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,70336.13,0,0,0,0,0,6108.6504,
8607,694.5260175645765,9.986239,,,,84,792,[M+NH4]+,,2,8608;8607,676.49201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48015.76,0,
8608,699.4810340114211,9.992473,,,,84,792,[M+Na]+,,2,8608;8607,676.49201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60550.11,0,
8612,643.2527003211516,9.997979,,,,,,,,,,,0,0,67792.93,0,0,0,25699.95,0,0,29941.014,0,0,0,0,0,0,0,0,
8614,785.4804823549867,10.011357,,,,,,,,,,,55309.336,7952.234,72265.12,80758.88,0,68362.58,97949.19,72858.414,0,36240.176,0,3961.8882,111810.94,107836.12,132771.92,136150.22,11456.163,53755.035,
8622,585.4291770440688,10.039961,,,,,,,,,,,38744.71,65685.13,24232.605,70310.695,0,85171.49,37159.598,0,31344.31,47628.355,32943.023,14023.965,57222.887,82589.37,0,0,45757.047,0,
8627,637.2649534316439,10.065796,,,,797,793,[M+H]+,,2,8626;8627,636.25804,25217.13,0,72135.625,47422.984,0,0,19612.803,0,0,0,17229.768,62648.17,0,0,0,0,19099.324,0,
8628,632.4524763925411,10.068166,,,,461,794,[M+NH4]+,,2,8629;8628,614.41856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23562.55,0,
8629,637.4076825285825,10.068166,,,,461,794,[M+Na]+,,2,8629;8628,614.41856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24713.516,0,
8635,829.5055330898496,10.081668,,,,255,796,[M+Na]+,,2,8636;8635,806.51663,0,0,0,0,0,0,0,0,0,147548.53,42709.03,105892.47,0,0,0,0,72171.6,0,
8636,824.5507757561586,10.085619,,,,255,796,[M+NH4]+,,2,8636;8635,806.51663,0,0,0,14520.884,0,0,11044.4375,0,0,87224.21,30611.635,77882.82,0,0,4591.6836,10557.443,42156.09,10023.645,
8638,601.4251394593736,10.091529,,,,524,,,,,,,90816.766,93326.875,138283.17,119170.35,0,108144.58,110764.05,147942.44,209019.77,239497.62,97473.85,137273.38,141940.0,104096.74,383970.6,76372.44,91216.54,141940.56,
8639,794.530939951075,10.092062,,,,,,,,,,,0,13988.748,0,15509.186,0,0,0,0,0,32973.344,0,15337.122,42083.67,0,33049.684,26003.982,0,20353.904,
8654,827.4902581050083,10.101644,,,,,,,,,,,0,0,0,9094.579,0,0,13966.049,10479.756,0,0,0,11440.675,0,0,14672.834,17004.555,0,10510.776,
8657,808.5570105707843,10.106371,,,,598,799,[M+NH4]+,,3,8657;8662;8659,790.52281,0,30685.615,26158.453,42941.375,0,62343.594,59977.58,23100.188,44631.92,62832.82,0,74644.484,0,30399.861,52515.246,51210.297,0,69566.67,
8658,611.4674892489322,10.10832,,,,598,,,,,,,12508.852,21801.844,20619.502,34914.434,0,54660.8,55286.805,18458.34,37489.06,55723.227,20881.486,60600.543,32219.957,23642.582,42612.2,35421.137,14313.386,62059.86,
8659,773.5200366266085,10.1084175,,,,598,799,[M-H2O+H]+,,2,8657;8662,790.52281,5370.612,12272.3,10781.685,19733.008,0,31951.16,27653.748,8999.066,20153.232,31929.768,11185.695,34097.055,17134.979,10827.011,23743.492,18929.22,0,34639.434,
8661,785.480892957593,10.109458,,,,,,,,,,,0,63716.445,0,0,0,0,0,0,94965.85,0,62752.0,0,0,0,0,0,63349.14,0,
8662,813.5111333771417,10.112756,,,,598,799,[M+Na]+,,3,8657;8662;8659,790.52281,84127.445,143629.61,104029.33,205385.45,0,261339.34,259139.86,158924.22,174163.94,301370.72,107894.92,252481.6,142240.33,198574.0,182758.33,245555.89,79030.14,265633.0,
8664,665.43912090337,10.113434,,,,536,801,[M+Na]+,,2,8664;8663,642.44999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32075.318,0,
8667,836.5921695869052,10.114049,,,,,,,,,,,0,0,0,8274.373,0,13912.106,12590.83,6987.994,0,0,0,10217.336,0,0,0,12731.302,0,14557.899,
8669,758.5694142939022,10.121464,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,524860.5,0,0,0,0,
8672,1088.6375052001188,10.132915,,,,152,802,[M+NH4]+,,2,8673;8672,1070.60355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45839.402,0,
8673,1093.5926385183884,10.132915,,,,152,802,[M+Na]+,,2,8672;8673,1070.60355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39399.266,0,
8674,713.3336249272168,10.13388,,,,152,,,,,,,0,0,0,0,0,0,0,0,0,0,8376.465,0,0,0,0,0,20095.338,0,
8678,826.5197499256121,10.1426,,,,,,,,,,,16879.744,0,23003.256,8129.1357,0,11882.603,19731.658,11723.597,10537.054,27129.67,0,0,17746.916,8911.483,16018.782,9905.8,0,11332.812,
8679,804.5403025845352,10.143436,,,,,,,,,,,120216.12,112374.65,172233.53,87092.64,0,111701.85,140438.34,88274.164,103967.28,206512.4,0,96639.03,168070.0,76789.05,155835.22,95215.64,0,114281.234,
8682,623.4529228131813,10.154616,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10555.607,
8684,784.4756074034854,10.169839,,,,,,,,,,,26506.15,0,21407.115,14768.02,0,17663.166,0,22501.316,0,27489.232,0,14119.001,19364.357,9599.52,19398.967,12236.011,0,21018.13,
8685,762.4904709872582,10.170658,,,,,,,,,,,170659.98,69146.12,138819.89,91906.375,0,118923.34,173224.69,146112.25,158359.45,188930.08,69543.37,88197.71,133305.92,72173.22,135486.1,87125.43,36164.63,150319.28,
8693,585.4300491713755,10.185931,,,,681,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,138013.12,169066.22,0,0,0,0,
8696,579.426399355401,10.192337,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16736.094,
8704,806.5443495241194,10.208899,,,,,,,,,,,0,0,46000.707,50823.95,0,0,0,0,0,62633.242,0,0,0,42969.406,85394.38,62985.066,0,0,
8705,557.4126478293438,10.211216,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17222.066,
8706,336.32642042918656,10.215687,,,,,,,,,,,0,0,42723.23,0,4006.272,6346.83,5035.6147,5558.663,4198.1104,0,4401.57,9887.098,6969.703,6319.7534,0,0,0,0,
8707,827.4682416175276,10.219549,,,,,,,,,,,0,0,0,7787.035,0,7348.9033,13163.339,4928.5283,0,0,0,10485.203,5920.3633,5809.141,9274.331,11778.349,0,10185.055,
8711,811.4965139087215,10.220715,,,,,,,,,,,67300.87,115792.33,83851.555,148268.67,0,160914.64,210755.95,143498.84,130664.63,174661.38,77829.35,196544.83,133373.25,173190.5,193190.92,236652.02,64601.953,177562.08,
8716,601.4253184696474,10.228886,,,,,,,,,,,42772.227,54754.285,51793.223,0,0,48760.914,45685.152,57808.617,82763.67,82022.04,46179.7,62825.066,57403.633,0,140939.23,16889.723,41935.586,54722.19,
8723,535.4004084880985,10.237972,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19031.502,
8728,784.5842305015583,10.250975,,,,,,,,,,,0,0,0,0,0,0,744646.06,0,0,0,0,0,0,0,0,0,0,0,
8729,513.3873945734354,10.255167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15917.207,
8730,583.4150028166645,10.2572775,,,,,,,,,,,0,63975.895,15685.647,72054.07,0,22123.98,0,22323.715,45285.203,23491.05,41159.66,23921.8,49643.695,34399.754,0,14073.6875,0,0,
8732,585.430106276004,10.261412,,,,,,,,,,,104701.3,160554.48,92373.266,175829.45,0,154415.3,101879.086,127321.49,118071.66,122805.69,107047.38,110668.01,0,0,135143.1,99482.81,88534.85,91903.0,
8733,491.374744076743,10.276932,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13089.268,
8738,568.427863452351,10.283232,,,,,,,,,,,0,605845.75,486525.0,531902.7,0,0,456314.97,0,0,0,0,643236.1,472330.4,0,467241.8,0,0,0,
8739,551.4254114792155,10.2839155,,,,,,,,,,,42066.42,70883.22,57053.797,49168.953,0,41467.1,51642.32,67161.83,68430.54,71971.12,44094.805,65080.043,55487.594,67474.53,57406.01,47420.16,48581.465,61973.758,
8740,640.4365703933983,10.284021,,,,,,,,,,,17292.107,0,23987.076,23247.85,0,19034.436,15542.045,21415.18,0,27234.238,19111.707,29605.62,22261.207,25255.256,20804.303,17190.674,19551.7,18652.03,
8741,640.4382550313989,10.285161,,,,,,,,,,,0,29249.238,0,0,0,0,0,0,20810.469,0,0,0,0,0,0,0,0,0,
8746,613.4260190422855,10.292381,,,,,,,,,,,0,10380.862,8447.164,7588.988,0,0,0,8836.795,8803.378,9752.755,7629.4785,20019.568,0,10372.918,9567.56,4946.522,0,0,
8755,629.273741391532,10.327021,,,,985,804,[M+Na]+,,2,8755;8772,606.28428,603267.25,481560.47,476128.38,570365.06,0,369702.28,664304.1,331336.72,342476.62,660377.1,491694.94,554531.7,208057.83,317247.75,209540.02,493276.3,476066.66,434113.28,
8757,610.3010849109044,10.330475,,,,,,,,,,,169826.77,70423.56,193632.58,203149.16,0,0,194098.31,0,42565.01,186243.67,166497.02,265846.7,0,0,20243.107,100621.62,140029.53,86819.59,
8758,609.2981080873334,10.330575,,,,,,,,,,,1063275.1,0,0,1279535.6,0,364176.25,0,0,0,0,0,0,174584.62,214527.8,167633.36,0,921629.75,587731.94,
8763,607.2921045591484,10.332697,,,,,,,,,,,1.1776124E7,0,0,1.4193349E7,0,4015378.5,0,2334856.2,0,0,0,0,0,0,0,7694982.5,0,0,
8772,645.2472009238692,10.338093,,,,985,804,[M+K]+,,2,8755;8772,606.28428,63478.418,58200.05,45523.38,58622.24,0,41973.414,72756.05,38122.797,40398.69,73145.59,53878.293,14691.618,27205.78,34329.336,26484.602,54790.984,49183.324,48691.305,
8781,712.4912644300277,10.348277,,,,458,,,,,,,0,25258.13,0,0,0,0,0,0,0,0,0,0,0,0,51948.93,61968.59,22182.492,0,
8783,716.5213318909757,10.349492,,,,,,,,,,,0,41202.098,0,163211.05,0,0,0,0,33105.27,19814.61,0,0,0,0,0,0,0,0,
8787,618.4721414736533,10.363774,,,,754,806,[M+NH4]+,,2,8787;8786,600.43966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31593.58,0,
8793,808.5584118927272,10.370346,,,,,,,,,,,0,0,0,5699.0786,0,32857.527,0,0,0,0,0,0,0,0,12940.547,5361.8145,0,19557.25,
8794,813.5130117965299,10.370349,,,,,,,,,,,0,9134.352,0,6915.5674,0,64267.12,6464.666,5413.041,12430.128,0,0,0,21492.66,0,34037.504,14390.214,0,29960.316,
8795,628.1959751136621,10.372769,,,,200,807,[M+NH4]+,,3,8799;8798;8795,610.16133,4237.2085,8312.424,0,4647.8706,37446.836,6923.4067,0,6810.199,6574.757,5404.977,4073.6016,0,8337.712,7967.247,0,6302.695,3698.3555,5639.2266,
8796,789.5140312912681,10.375171,,,,,,,,,,,0,0,0,0,0,0,0,0,39017.973,0,0,0,0,0,0,0,0,0,
8797,789.5113005876932,10.375808,,,,,,,,,,,6168.9204,13437.614,5673.4897,7684.609,0,25989.652,15001.378,22678.59,0,0,14783.729,0,36445.633,33162.01,52110.8,31202.182,13449.412,20962.615,
8798,633.1498753785711,10.37733,,,,200,807,[M+Na]+,,3,8799;8798;8795,610.16133,0,0,0,0,9446.003,0,0,0,0,0,0,0,0,0,0,0,0,0,
8800,656.2262066974179,10.37733,,,,200,,,,,,,0,0,0,0,10379.709,0,0,0,0,0,0,0,0,0,0,0,0,0,
8803,690.5302611760067,10.385291,,,,82,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14959.527,0,
8805,662.4992752155483,10.390765,,,,82,808,[M+NH4]+,,2,8807;8805,644.46532,0,0,0,0,0,0,0,0,0,0,6841.3843,0,0,0,0,0,99385.57,6786.8633,
8807,667.4544007812149,10.391906,,,,82,808,[M+Na]+,,2,8805;8807,644.46532,0,0,0,0,0,0,0,0,0,0,3058.5034,0,0,0,0,0,49728.406,0,
8810,750.5079726854273,10.4041195,,,,,,,,,,,9474.266,35975.348,55683.77,24407.674,0,76755.85,51593.43,21514.162,29069.467,378424.16,0,7584.842,32234.256,31474.229,82523.35,34677.48,0,40380.348,
8812,796.5480290212868,10.404966,,,,,,,,,,,0,0,0,0,0,28757.67,0,10681.589,0,0,0,0,0,11220.826,0,58647.79,0,0,
8815,593.2759774998527,10.408624,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106305.195,0,
8818,796.5444217842046,10.415158,,,,,,,,,,,0,24023.57,0,21398.676,0,0,25689.252,0,0,0,0,21018.309,0,0,0,0,0,28406.658,
8820,954.6147851196807,10.415821,,,,,,,,,,,10456.395,13908.05,19652.121,12923.534,0,20116.791,16533.041,25197.287,0,16229.624,25680.04,9393.242,25422.629,20524.934,23303.96,24220.115,45732.836,19851.63,
8821,931.5392102694569,10.4159775,,,,630,809,[M+Na]+,,2,8823;8821,908.55017,296876.22,360866.06,341508.47,313934.62,0,435522.66,454168.84,531209.75,481796.84,388428.78,465442.9,278838.06,444836.47,481860.88,509265.12,436680.7,634936.6,362995.66,
8823,926.5841695813593,10.416772,,,,630,809,[M+NH4]+,,2,8823;8821,908.55017,380684.78,427107.44,736028.3,516313.3,0,611631.2,766441.75,635297.7,713456.75,627773.3,1179664.9,563683.3,647463.94,545347.8,774071.3,626590.2,1696883.8,557738.8,
8825,947.5130761101926,10.416989,,,,,,,,,,,10649.302,14451.118,0,11689.05,0,17787.871,17972.404,22872.07,0,15481.674,20821.451,8535.247,19032.86,19893.916,21409.617,0,29947.154,15241.709,
8826,585.452783001127,10.417362,,,,630,,,,,,,24942.52,24309.676,63358.68,38148.207,0,42791.523,51710.496,43136.918,52784.05,42159.46,47529.54,53935.64,50713.348,40242.395,72642.125,41509.883,82926.9,38303.65,
8829,764.5373365589203,10.420785,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,14484.472,0,0,0,0,
8833,736.4995889566973,10.426005,,,,,,,,,,,9594.033,56758.848,57813.14,21698.814,0,42405.484,40123.805,20140.086,0,36931.355,33322.45,22524.07,109838.89,44800.027,94483.31,57701.688,19003.707,37951.28,
8834,741.456077756944,10.427146,,,,,,,,,,,0,49174.44,22202.186,12857.328,0,30951.357,21237.545,21291.77,31453.395,20860.807,11010.049,7826.8867,74059.84,48942.574,66508.6,44621.418,0,26691.885,
8836,736.5024958120254,10.427235,,,,,,,,,,,0,0,0,0,0,0,0,0,47606.34,0,0,0,0,0,0,0,0,0,
8843,758.5699182607174,10.443842,,,,,,,,,,,2907926.0,2750177.2,2810320.8,2562012.0,0,2556887.2,0,0,2920337.5,1298525.1,3991984.8,2054069.9,0,367182.06,0,0,0,0,
8851,629.2740365650174,10.453742,,,,,,,,,,,484707.28,171049.92,271690.34,685504.44,0,110737.19,578630.5,68543.88,74293.695,512069.2,274661.84,651734.1,31070.832,53912.098,0,190183.7,256455.6,181290.3,
8854,645.2476865821907,10.458492,,,,,,,,,,,79565.516,24088.154,38622.688,89833.836,0,8574.2705,97403.52,0,0,85987.21,36918.082,0,0,3244.6711,0,28608.877,20119.568,20813.285,
8856,772.5476715479672,10.463377,,,,,,,,,,,0,4926.653,0,0,0,0,0,0,0,38140.21,0,0,16659.402,0,20999.934,0,0,0,
8861,618.4721761211923,10.471309,,,,98,813,[M+NH4]+,,3,8866;8867;8861,600.43907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42474.312,0,
8862,621.4118843428978,10.471309,,,,642,812,[M+Na]+,,2,8860;8862,598.42227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48113.47,0,
8867,623.4272591722581,10.477413,,,,98,813,[M+Na]+,,2,8867;8861,600.43907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26025.332,0,
8874,660.4837325440067,10.498325,,,,645,815,[M+NH4]+,,2,8874;8885,642.44965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38868.55,0,
8877,441.37320920093646,10.501785,,,,989,,,,,,,7488.427,0,0,0,0,0,0,18954.033,0,0,0,0,0,0,0,0,0,0,
8880,836.592105488291,10.5042305,,,,,,,,,,,0,0,0,10949.104,0,0,0,9685.939,0,0,0,0,0,10984.628,0,0,0,6991.402,
8882,813.5123967437489,10.504448,,,,945,816,[M+Na]+,,2,8886;8882,790.52374,94819.484,73561.96,55128.906,194481.61,0,167985.81,200119.7,133738.38,90525.56,101421.38,48583.24,192211.3,93587.4,199519.73,110088.09,125874.02,40391.465,119487.44,
8885,665.4386031962065,10.506209,,,,645,815,[M+Na]+,,2,8874;8885,642.44965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32267.033,0,
8886,808.558128652838,10.5076685,,,,945,816,[M+NH4]+,,2,8886;8882,790.52374,32833.4,24241.934,26829.742,81058.59,0,65865.65,77170.46,25332.133,33117.39,29247.729,22680.1,86943.3,40104.316,48348.586,44026.766,33310.184,16864.432,49026.35,
8894,668.2060326781866,10.524124,,,,,,,,,,,22578.287,48949.8,2846.7866,24531.855,0,11563.172,42466.082,4101.473,12710.986,0,20624.477,20129.033,0,6201.807,0,69737.98,0,30617.514,
8896,585.5110743579523,10.532057,,,,977,,,,,,,0,0,0,0,0,0,0,0,0,0,12832.791,0,0,0,0,0,19688.236,0,
8901,707.5080243722481,10.53276,,,,,,,,,,,0,0,0,0,0,51925.855,0,0,17691.225,0,8289.967,0,0,26543.11,0,0,9544.994,45348.934,
8905,643.2896140162464,10.551371,,,,159,817,[M+Na]+,,2,8907;8905,620.30083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59179.45,0,
8907,621.30853881241,10.555253,,,,159,817,[M+H]+,,1,8905,620.30083,0,0,0,0,0,15693.477,0,0,0,0,21738.863,0,0,7957.956,0,0,602548.4,0,
8910,554.442575020698,10.564536,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5677.3184,13702.477,0,6086.8384,0,0,0,17218.672,0,
8911,626.572400646023,10.565333,,,,,,,,,,,0,0,0,0,0,0,0,45009.746,0,82801.305,0,0,0,50401.402,0,0,0,0,
8914,678.4947781619285,10.579529,,,,35,819,[M+NH4]+,,2,8930;8914,660.46067,4355.677,0,9663.141,0,0,13856.272,5803.0723,5677.0557,5725.405,26118.398,28545.29,0,16434.62,5910.9966,7744.477,8708.493,34467.35,8714.269,
8916,706.5262698284872,10.57997,,,,35,,,,,,,0,0,0,0,0,7208.666,0,4811.8916,0,15433.396,13984.931,0,6302.9775,0,0,0,18716.133,6258.8345,
8917,957.5546036544583,10.580377,,,,505,818,[M+Na]+,,2,8917;8919,934.56553,31036.992,48881.098,167028.22,22635.527,0,41564.16,38277.016,41636.754,62614.977,85011.836,73612.516,27635.656,155827.61,156688.31,142743.23,181506.47,56000.188,30724.09,
8919,952.599493561924,10.581305,,,,505,818,[M+NH4]+,,2,8917;8919,934.56553,14877.364,26488.29,181325.84,0,0,24461.615,23397.723,17644.865,40428.2,50275.895,58093.77,16279.909,136576.6,117902.44,130464.54,144923.7,41020.855,19212.197,
8920,783.4460067130323,10.581618,,,,505,820,[M+K]+,,3,8927;8925;8920,744.48274,0,0,10593.424,0,0,0,0,0,0,0,0,0,16671.32,17779.26,17590.521,16790.424,0,0,
8921,790.5460236958064,10.581944,,,,505,,,,,,,0,0,23960.527,0,0,0,0,0,0,0,0,0,35241.535,32946.633,28533.72,45996.668,0,0,
8922,611.4686035958648,10.583058,,,,505,,,,,,,0,0,9349.8545,0,0,0,0,0,0,0,0,0,8141.6934,6720.5537,0,7828.331,0,0,
8924,776.5221230581278,10.584199,,,,,,,,,,,0,105478.97,608628.3,0,0,23664.863,0,15758.71,45885.547,82326.055,22250.447,0,402476.4,71854.98,257500.14,463303.0,0,33216.08,
8925,762.5172268118076,10.584413,,,,505,820,[M+NH4]+,,3,8927;8925;8920,744.48274,0,82947.03,224543.64,0,0,33984.156,0,20468.893,0,67418.7,52772.742,0,207691.89,180478.58,241128.77,206400.11,0,45092.61,
8926,762.5222818114758,10.585161,,,,,,,,,,,0,0,0,0,0,0,0,0,107155.97,0,0,0,0,0,0,0,0,0,
8927,767.4711757008087,10.585232,,,,505,820,[M+Na]+,,3,8925;8927;8920,744.48274,0,141741.53,216965.38,0,0,0,0,0,127764.61,145555.42,71828.32,0,234849.55,303715.84,258131.14,282953.7,0,0,
8930,683.4496070080312,10.587023,,,,35,819,[M+Na]+,,2,8930;8914,660.46067,0,0,0,0,0,5741.106,0,0,0,14837.91,14772.805,0,0,0,0,0,17140.65,4326.7373,
8933,568.4276008308539,10.599192,,,,,,,,,,,0,0,30219.652,0,0,0,0,0,0,0,0,0,29136.164,0,0,0,0,0,
8940,784.5850961281521,10.615941,,,,,,,,,,,0,0,392413.1,0,0,0,0,206514.98,0,373284.62,0,0,0,0,0,0,0,0,
8942,945.5543627555305,10.624007,,,,779,821,[M+Na]+,,2,8945;8942,922.56536,33242.76,24375.273,32757.59,43886.19,0,52750.918,56794.957,50948.895,46757.656,58311.523,45724.816,47118.523,29184.137,54907.316,31018.35,34814.164,52930.223,41400.574,
8943,391.2843017578125,10.624677,,,,,,,,,,,14738.66,13235.939,9120.872,12389.905,14713.687,19143.62,14857.257,11580.328,16210.411,39344.215,10567.255,0,10255.758,19713.658,11544.795,10279.687,33396.24,9162.359,
8945,940.599404749169,10.625996,,,,779,821,[M+NH4]+,,2,8942;8945,922.56536,17175.941,14902.631,26524.93,23208.473,0,30609.232,32341.418,23991.555,31043.676,36632.773,35942.97,28848.455,20771.586,25931.463,22027.123,17875.746,40680.703,26184.604,
8958,750.5148392873377,10.637222,,,,,,,,,,,9669.216,13821.56,34017.76,7710.6167,0,11991.33,13724.3125,0,32437.793,0,23556.896,8921.068,28135.973,15166.772,27437.543,20569.945,20860.023,12654.856,
8959,755.4705937494292,10.637454,,,,,,,,,,,23610.182,28192.129,41441.527,14409.456,0,22746.834,29596.92,44474.188,50364.29,69111.2,32902.637,16802.371,39451.344,41589.004,36279.508,43176.113,31482.441,24947.486,
8961,758.570242951884,10.638707,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994526.8,
8962,764.5286874045732,10.639478,,,,,,,,,,,0,32135.502,0,25842.832,0,0,0,0,59010.477,0,70797.79,0,0,0,89268.84,0,133044.16,0,
8964,764.5255035394306,10.643092,,,,,,,,,,,23148.574,0,78831.45,0,0,38224.47,47827.34,29361.223,0,32299.336,0,0,0,0,0,63722.387,0,46141.625,
8965,798.5027750362887,10.644778,,,,,,,,,,,0,0,58624.668,0,0,0,0,0,0,10429.597,0,0,33165.07,0,0,46343.434,0,0,
8968,806.5663694812524,10.650976,,,,,,,,,,,54943.695,0,0,22805.117,0,31423.275,157910.31,0,103567.79,0,58940.59,92973.66,25747.475,0,0,0,50619.055,107926.516,
8969,512.3930601851159,10.651141,,,,663,825,[M+NH4]+,,2,8971;8969,494.36009,34873.312,101311.46,108767.84,27124.453,0,35215.453,80713.85,75132.914,24716.967,48692.727,6985.8677,30095.348,0,0,0,33826.184,12432.943,22856.225,
8971,517.3501523486009,10.65371,,,,663,825,[M+Na]+,,2,8971;8969,494.36009,15146.34,37798.883,36969.957,11992.567,0,11896.283,34006.42,33798.395,8272.971,19623.77,0,11884.875,0,0,0,13289.06,0,8966.77,
8973,540.4228055185446,10.655259,,,,663,,,,,,,20518.982,52903.81,73473.19,14761.772,0,18716.19,44104.703,59657.27,0,21270.49,0,15359.081,8261.653,0,0,24902.867,0,12397.175,
8974,537.5359630069574,10.661704,,,,,,,,,,,59704.133,59986.184,40301.383,52540.695,55942.74,57770.883,66483.055,55905.6,58500.39,60521.926,54690.855,53989.86,45707.207,59092.31,55770.43,48754.785,52561.75,44788.67,
8979,643.2919305307252,10.669976,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11367.382,0,
8981,769.4843260271788,10.671195,,,,443,,,,,,,17689.18,0,0,25617.863,0,32646.707,0,0,0,0,81484.33,0,0,0,92873.8,0,163240.39,0,
8986,789.4216241279462,10.684702,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,27648.92,0,0,0,0,0,11722.445,0,
8987,793.4860634030276,10.687741,,,,698,828,[M+Na]+,,2,8993;8987,770.49782,0,0,53282.234,0,0,8632.526,8794.406,7341.011,0,0,0,6442.5146,47497.863,57675.664,46902.824,64617.258,0,8656.461,
8993,788.53261546024,10.700053,,,,698,828,[M+NH4]+,,2,8993;8987,770.49782,0,0,27623.402,0,0,5498.4395,0,0,0,0,0,0,26363.008,22143.78,26096.738,28546.455,0,4314.4277,
8994,790.5445167069316,10.701721,,,,802,,,,,,,0,0,0,0,0,0,8543.713,5090.9263,0,0,0,7142.776,0,0,0,0,0,0,
