row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230605_ED_Blank_ALC_nr8cent.mzML Peak area,230605_ED_dbgi_001140_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001142_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001144_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001150_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001152_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001153_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001156_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001160_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001161_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001162_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001173_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001175_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001182_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001185_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001186_01_03_nr8cent.mzML Peak area,230605_ED_test_miels_dbgi_001188_01_03_nr8cent.mzML Peak area,230605_EDdbgi_001146_01_03_nr8cent.mzML Peak area,
442,567.0091167644231,3.364731,,,,,,,,,,,0,8499.689,2499.2678,0,2755.162,0,1160.9154,0,0,8717.949,0,0,0,0,3682.468,5406.918,1028.4315,0,
443,343.15414593664974,3.3931167,,,,,,,,,,,0,0,257.75888,0,0,0,0,1894.3196,910.6418,0,0,0,0,2093.159,280.30975,0,0,0,
444,471.0560290483325,3.3744595,,,,41,,,,,,,0,127853.01,95275.086,11015.615,54795.312,0,34732.55,0,1254.6997,94999.9,834.4292,0,1472.0852,0,96716.445,68128.25,6155.964,0,
445,595.1653117187033,3.38509,,,,,,,,,,,0,13965.606,4851.933,53390.57,19094.43,0,148943.23,315.58148,0,601.62463,0,0,77950.89,808.48987,19630.955,1074.3588,0,5402.5967,
446,667.1504433575617,3.3838334,,,,,,,,,,,0,0,0,0,8024.517,0,861.1381,0,0,0,0,0,0,0,0,0,0,0,
447,209.15388985472785,3.4151518,,,,,,,,,,,0,175.67566,0,9403.625,6399.873,2438.3936,6803.6045,0,0,0,318.64703,1655.045,170.4624,1148.1278,171.93983,0,0,4817.9346,
448,371.20636441254146,3.4173415,,,,,,,,,,,0,0,0,1407.9453,1631.0846,207.91821,2109.095,0,0,0,0,240.6575,0,0,0,0,0,507.3042,
449,311.0415422462601,3.4243875,,,,,,,,,,,0,0,653.5982,0,0,0,0,0,0,2207.1877,0,0,0,0,953.99994,767.0814,0,0,
450,323.05528226611483,3.4251835,,,,41,,,,,,,0,7330.9214,8468.211,0,2068.6714,0,1265.3068,0,0,15860.847,0,0,0,0,11607.371,19896.846,0,0,
451,549.2076825582616,3.4298832,,,,,,,,,,,0,0,7421.885,0,0,0,0,188.31836,0,0,0,0,0,0,0,0,0,0,
452,177.055130059662,3.455104,,,,,,,,,,,0,655.8398,1033.2395,2384.315,2713.578,408.05557,2696.8762,6949.7373,8292.96,3730.9536,394.93994,2730.9102,5125.845,8269.718,4058.1577,3582.6453,196.2222,10230.924,
453,191.14357432700277,3.4489667,,,,,,,,,,,0,274.127,521.4597,8719.955,8052.254,4668.8706,12941.535,1138.6945,1192.9958,0,1449.863,1328.0004,0,2168.857,418.22748,0,995.3938,2436.3245,
454,137.0968978880805,3.448989,,,,,,,,,,,0,0,0,3902.457,3471.6511,3286.7827,6570.492,367.06656,607.2516,0,1009.36707,782.0655,445.09293,550.05145,0,0,772.7093,1326.5858,
455,133.10179784557323,3.4394844,,,,,,,,,,,0,715.433,2277.799,8079.866,8216.46,7392.0586,15844.559,1152.5973,1824.4703,0,2300.8496,2293.8372,1093.188,2051.8215,529.5756,0,1649.5646,3468.2688,
456,173.13310389276654,3.447424,,,,,,,,,,,0,556.43604,0,767.1696,849.6574,807.60645,1530.7344,0,0,0,0,0,0,256.25537,0,0,0,368.80286,
457,393.18851152105947,3.4486969,,,,,,,,,,,0,0,0,2197.633,1512.8411,2501.457,3707.0115,0,238.48132,0,780.07446,658.1837,179.93466,486.43335,0,0,565.70984,733.93225,
458,540.243246689756,3.4630208,,,,,,,,,,,0,1364.572,0,0,1122.0201,1251.375,2273.005,3110.371,1173.9492,0,0,175.22049,0,1095.7319,0,0,0,0,
459,341.1385877945865,3.4576735,,,,,,,,,,,0,13429.496,24798.941,18312.248,5485.121,5667.895,6104.0176,15854.025,14088.021,14756.803,15875.169,13673.671,8072.162,23506.33,6120.268,11411.759,12783.691,12902.778,
460,175.07586422940463,3.4576635,,,,,,,,,,,0,2320.7876,7586.973,5165.365,1072.5605,1004.21875,731.7494,2923.5503,2300.6133,2705.6838,1031.309,2446.8945,1425.7294,3620.3398,902.13184,2389.1016,1676.9457,2329.001,
461,435.0927076591547,3.4802806,,,,,,,,,,,0,0,0,0,0,0,818.2653,254.01248,0,0,3454.1123,20431.94,0,0,0,0,3715.0076,1199.8103,
462,743.181646765454,3.4856834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8579.31,12746.34,0,0,0,0,9952.873,0,
463,783.2332286625503,3.4947333,,,,,,,,,,,0,0,0,0,0,0,8035.55,0,0,0,0,0,0,0,0,0,0,0,
464,522.2098074016407,3.4802294,,,,,,,,,,,0,8965.378,3886.4756,1913.0784,12114.439,2912.0732,4293.6685,11933.618,4962.792,621.29675,460.9183,236.61798,0,2921.314,1378.6694,833.8938,244.82162,168.14783,
465,579.170702152799,3.4561164,,,,,,,,,,,0,0,0,0,2910.883,0,9141.134,0,1537.1611,0,0,0,119176.09,0,0,0,0,10007.004,
466,869.3449357311315,3.4973834,,,,,,,,,,,0,0,5272.7993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
467,287.1282014660441,3.4758976,,,,,,,,,,,0,703.1237,0,0,1017.40314,499.55798,1517.136,1220.1587,184.10422,0,0,0,0,527.4773,0,0,0,0,
468,163.0757181316879,3.5163453,,,,,,,,,,,0,2192.3857,651.0277,1281.2443,2775.38,0,3608.6672,1259.0607,214.0386,0,0,0,0,508.52844,255.51505,186.55312,0,0,
469,371.14905748167786,3.4498425,,,,,,,,,,,0,476.07507,1962.6514,0,0,0,180.14832,0,240.03497,233.2915,0,0,0,369.63318,1899.4265,1437.0059,0,506.81586,
470,287.0554731709175,3.5264547,,,,,,,,,,,0,657.7462,40004.215,37586.625,62349.47,1601.1178,215484.31,8137.0063,1227.4519,6329.5757,7457.327,8294.725,1946.236,10208.474,55746.28,14579.167,6925.778,34885.125,
471,520.1945558578259,3.5110397,,,,,,,,,,,0,895.8253,1168.5516,5709.742,0,537.92316,0,0,0,1732.0007,0,0,457.89807,0,0,1930.4158,0,492.92188,
472,174.18589337224142,3.5299187,,,,,,,,,,,0,627.6838,0,0,1823.865,0,197.79836,962.57446,4278.3765,1189.243,0,2977.2876,889.8212,0,1744.868,1694.2241,925.4533,0,
473,193.15920510774856,3.5652206,,,,,,,,,,,0,7669.6284,9525.28,1902.1395,1468.7535,12358.931,3899.2725,2707.7961,2483.7864,2256.1577,666.33234,1368.2169,508.29462,2302.3044,0,1865.7386,417.97165,3677.447,
474,612.1890891978444,3.5524666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3886.485,0,0,0,0,0,
475,239.08933517156962,3.5572777,,,,,,,,,,,303.77304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.23915,158.68762,0,
476,609.180893466151,3.5222917,,,,,,,,,,,0,0,0,0,1138.0334,0,0,0,0,0,0,0,225648.33,0,0,0,0,0,
477,499.12313217819013,3.5713594,,,,,,,,,,,0,589.0733,0,0,2139.8372,41598.402,867.80597,0,0,0,476.30295,1815.7244,0,0,186.01053,0,753.51324,11851.328,
478,175.1486329919884,3.5936697,,,,,,,,,,,0,5408.2563,6893.631,395.6131,1033.9121,8568.629,2915.2031,2126.9214,1932.2896,779.3313,1451.2482,3896.9844,186.09605,2582.2336,2798.8848,574.76105,949.61755,2497.2715,
479,463.08746430299504,3.5661566,,,,,,,,,,,0,1663.2705,32196.846,12565.939,103865.695,0,295397.38,191.33154,0,5276.5234,9066.406,8025.6006,492.9433,685.1481,43008.742,10772.034,5724.4434,2017.5199,
480,485.069118112822,3.571404,,,,,,,,,,,0,0,411.17554,0,1662.0006,0,3732.2786,0,0,0,0,0,0,0,831.06366,0,0,0,
481,240.2322433419596,3.5760334,,,,,,,,,,,0,0,3339.0767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
482,163.03969092794594,3.6047597,,,,,,,,,,,0,19102.635,7148.018,24338.33,10808.327,21524.27,6383.617,934.92236,5339.4937,22467.863,7515.4805,5883.462,200.09567,4400.0317,13912.426,52110.52,10999.085,10211.005,
483,137.0603238042224,3.6078548,,,,,,,,,,,0,7626.9336,180.09402,4285.0435,1750.6997,642.1345,6088.736,2224.8652,747.5328,1711.3308,853.1358,630.5898,1554.317,1756.1948,3822.2214,1422.6421,328.45947,3925.3843,
484,651.1552877938726,3.592925,,,,,,,,,,,0,0,0,0,9186.225,0,4182.0103,0,0,0,0,0,0,0,0,0,0,0,
485,303.05068284174195,3.5676186,,,,,,,,,,,0,0,1449.3326,706.8977,0,167.3261,205362.12,0,0,0,25349.3,3388.194,262.35205,0,2077.6072,1002.2172,35539.18,792.65845,
486,520.2308558323023,3.6089458,,,,,,,,,,,0,0,0,0,0,0,0,0,1378.8845,3903.0305,0,0,0,0,612.4367,1597.1493,0,0,
487,433.11307387258245,3.6144283,,,,,,,,,,,0,514.8549,0,467.02942,603.16,1039.0967,3280.9028,0,4851.7705,0,0,0,61736.47,236.6757,0,0,0,6087.664,
488,185.11548009282268,3.6540446,,,,,,,,,,,1728.0365,1418.5629,1947.2994,1837.6165,2692.952,3742.1157,2739.8599,4296.5205,4636.4824,3752.7004,5249.6562,4686.6216,4248.534,4802.193,3656.431,3278.936,5404.22,2509.3735,
489,262.05051858825675,3.6540446,,,,,,,,,,,184.66022,166.764,193.9331,440.09048,846.112,1011.26685,857.78845,1236.3268,1314.7766,654.2014,1529.2903,1596.46,1301.5862,1244.605,927.364,511.80426,1662.9316,748.72974,
490,447.0923033493222,3.66355,,,,,,,,,,,0,0,0,0,0,2579.3896,0,0,0,0,0,0,0,0,0,0,0,1545.9227,
491,234.2068573837203,3.6682005,,,,,,,,,,,0,2774.776,0,0,20805.758,0,268.89032,4534.8804,32559.379,6490.4917,0,23422.865,12545.503,0,9010.613,10180.614,863.0572,393.72388,
492,147.04479348804117,3.6795707,,,,,,,,,,,0,2477.7773,5321.5527,0,14080.729,0,8068.8223,0,0,21062.11,0,0,0,0,13428.359,16696.594,151.50867,0,
493,457.076410719564,3.6807976,,,,,,,,,,,0,1021.4244,924.8711,0,4801.6475,0,4786.532,0,0,13341.96,0,0,0,0,6311.4575,5998.142,0,0,
494,301.0713219450349,3.684225,,,,,,,,,,,0,0,0,0,0,0,538.25555,0,0,0,0,0,36927.664,0,0,0,0,0,
495,273.0764829698018,3.6636498,,,,,,,,,,,0,0,0,0,0,729.23895,180.39638,0,165.63606,0,839.9465,2583.2405,0,0,2537.6938,0,728.51324,0,
496,197.11804312363287,3.7099311,,,,,,,,,,,0,18447.756,9043.996,11123.829,13034.759,11124.514,12497.8545,10094.199,14473.671,8765.618,10217.063,17050.967,5236.0005,13041.199,16012.918,12641.261,18512.518,20779.49,
497,211.1699857883715,3.7109096,,,,,,,,,,,0,186.38815,663.27655,925.21967,207.08289,772.4035,1336.4265,0,0,3673.674,0,0,755.12915,181.8242,1130.4692,3591.7034,0,684.08887,
498,945.265271615229,3.7131166,,,,,,,,,,,0,0,0,0,0,0,10677.798,0,0,0,0,0,0,0,0,0,0,0,
499,338.196621850282,3.7195334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,741.42365,0,0,0,0,
500,419.0976257226065,3.6934292,,,,,,,,,,,0,0,0,0,0,0,3320.915,0,0,0,2917.4456,3371.3125,0,0,0,0,2225.4143,0,
501,463.1229194359178,3.6920779,,,,,,,,,,,0,355.10144,0,0,3493.6938,0,6440.29,0,0,0,0,0,165371.52,0,2141.0332,0,0,283.75262,
502,457.2068641211566,3.7452667,,,,,,,,,,,0,0,0,0,2156.7349,2419.7883,0,0,0,0,0,0,0,0,0,0,0,0,
503,179.14373952850195,3.7556336,,,,,,,,,,,0,140.1011,0,0,0,0,0,101.23046,0,0,258.6026,0,0,403.0504,0,0,0,169.13002,
504,621.1813207128846,3.75655,,,,,,,,,,,0,0,0,0,0,0,8398.159,0,0,0,0,0,0,0,0,0,0,0,
505,342.146563869043,3.76425,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082.2784,0,0,0,
506,195.06602973113596,3.7786777,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1744.6257,0,0,0,0,6611.2603,1980.4467,0,0,
507,341.2436384710012,3.7755651,,,,,,,,,,,1176.7827,1822.0186,2580.511,1784.4891,2032.9694,1665.4154,2296.8308,1871.3918,1840.967,3776.561,1718.2689,1732.2535,2090.2825,1687.0472,4381.008,3857.4263,1852.7552,1249.8401,
508,486.078979960073,3.784931,,,,,,,,,,,0,367.56805,829.3109,0,864.55725,0,1033.7175,0,0,1389.3169,0,0,0,0,9350.77,905.0505,0,0,
509,177.05535236916035,3.7882123,,,,0,,,,,,,0,2614.0923,5386.7295,0,2968.5603,0,3961.6323,0,0,17934.293,0,0,0,0,91698.58,19620.209,399.62393,0,
510,283.05059134535253,3.8007157,,,,,,,,,,,1262.6635,270.6662,1082.3787,599.2274,785.4125,1112.3295,732.7629,1091.94,1386.6705,202.71811,1183.8195,1027.754,1072.2007,1016.1181,173.81702,0,1092.8556,1104.9736,
511,198.03427239740094,3.8003874,,,,,,,,,,,262.34692,0,0,0,0,0,0,141.68015,232.49583,0,116.58586,0,0,0,0,0,0,0,
512,469.0768756052098,3.792857,,,,0,,,,,,,0,2561.0024,3804.161,0,2933.968,0,4035.185,0,0,9558.109,0,0,0,0,47536.81,10033.59,0,0,
513,295.04729384960166,3.8008778,,,,,,,,,,,0,0,0,0,0,0,0,0,0,631.20044,0,0,0,0,4483.714,1617.9138,0,0,
514,309.0633389594273,3.8008778,,,,,,,,,,,0,0,0,0,0,0,0,0,0,905.649,0,0,0,0,5238.2134,1788.1216,0,0,
515,207.1384765197317,3.8367412,,,,,,,,,,,0,715.2886,523.54944,0,1188.5164,163.16931,661.775,642.4491,359.54242,386.47012,331.25635,363.6286,0,949.953,658.7398,440.73932,947.4035,896.2753,
516,283.0968174324445,3.8420668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728.2117,0,0,0,
517,487.0861526231707,3.792869,,,,,,,,,,,0,366.72687,691.091,0,506.6829,0,795.1346,0,0,2059.1973,0,0,0,0,15392.5,1326.5852,0,0,
518,232.19161597010037,3.8468933,,,,,,,,,,,0,0,0,0,411.23203,0,0,0,857.7594,0,0,469.22455,0,0,432.35132,179.02313,0,0,
519,387.1436509443017,3.8116646,,,,,,,,,,,0,1354.0798,1829.3633,0,0,459.62976,0,0,0,385.9423,223.92758,0,0,234.66939,1285.9829,177.83844,0,2190.5715,
520,488.08885188201873,3.8563333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4357.8115,249.40741,0,0,
521,146.08289443462186,3.858,,,,,,,,,,,0,0,270152.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
522,282.2074615410531,3.858,,,,,,,,,,,0,0,214395.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
523,563.4057016466189,3.858,,,,,,,,,,,0,0,15645.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
524,309.22724604736743,3.864454,,,,,,,,,,,1008.3327,158.44197,587.83765,566.79675,230.28789,550.65814,465.8626,174.07484,352.6513,0,440.94717,0,0,372.87854,185.85689,0,0,471.5085,
525,331.2090826420089,3.8717778,,,,,,,,,,,1572.1675,608.598,631.0074,619.4749,0,1259.4521,457.18384,1188.7455,542.4138,877.0531,1351.9133,1081.56,899.6306,1255.678,481.28394,507.3147,770.47546,716.56195,
526,287.05603158996615,3.8777554,,,,,,,,,,,0,0,0,0,0,0,449383.1,0,0,0,19187.373,0,0,0,0,0,9258.252,0,
527,433.1130719255947,3.8869042,,,,,,,,,,,0,0,0,0,0,0,42385.043,0,0,0,1413.267,0,267.24866,0,0,0,1296.8374,0,
528,397.1647646752001,3.8790336,,,,,,,,,,,0,264.33423,372.02853,0,538.49615,701.80914,169.70038,469.06155,0,1338.5186,118.52568,0,0,367.057,0,800.6325,0,226.39424,
529,221.19039594590413,3.9340696,,,,,,,,,,,0,0,195.8024,10696.859,433.60767,0,1090.8744,4304.9697,9765.449,1141.6207,0,0,1194.3506,5393.765,1674.1191,764.1664,0,15334.213,
530,472.17533787591566,3.9258146,,,,,,,,,,,0,0,0,6627.42,0,0,195.10721,3685.9158,7825.212,0,0,0,1275.2004,4393.8315,629.205,0,0,11074.406,
531,441.24594237862897,3.9259942,,,,57,,,,,,,0,302.6242,492.32712,23304.209,847.0981,146.8496,2329.157,6117.305,11383.175,584.7054,0,0,2033.5447,7470.6304,3384.4092,461.1281,0,20121.127,
532,107.08620477375815,3.9234307,,,,,,,,,,,0,0,832.4637,990.3956,0,0,0,312.9776,805.37524,0,0,0,0,398.50055,0,0,0,1586.3073,
533,239.20130995563002,3.9263973,,,,,,,,,,,0,0,0,1923.6658,0,0,0,742.7339,1718.4519,0,0,0,0,1031.565,179.0172,0,0,3099.8696,
534,471.3477293887845,3.9431665,,,,,,,,,,,0,0,1276.1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
535,480.70716847955873,3.9414668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,711.0734,0,0,0,0,0,733.58887,0,
536,343.1540078837342,3.918238,,,,,,,,,,,0,0,0,802.1584,0,0,0,1194.0785,4485.044,0,0,0,0,1806.9021,1253.5201,742.28455,0,877.87994,
537,203.17994651073653,3.937772,,,,57,,,,,,,0,0,2082.6064,12178.998,5172.1167,0,12312.04,4546.2544,10414.725,1478.3317,0,0,1380.9172,6322.3325,2009.7007,985.9433,0,17787.984,
538,175.148404203106,3.9596002,,,,,,,,,,,0,2346.4934,1063.9072,171.2362,1124.0216,119.57241,2440.203,0,0,0,122.38337,0,0,583.3931,213.89471,0,0,0,
539,337.07083930436306,3.9719336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6861.5986,0,0,0,
540,219.10015692760206,3.9774542,,,,,,,,,,,0,424.71802,179.30312,0,0,165.51686,0,311.17984,369.4964,0,72.63787,539.72253,0,541.54193,547.6188,81.37383,535.9535,995.1647,
541,177.16429084707943,3.9733973,,,,,,,,,,,0,0,488.84027,396.21997,0,0,2118.2002,0,0,417.94293,0,0,0,0,0,320.8946,0,170.53094,
542,649.193205508196,3.9915247,,,,,,,,,,,0,0,0,0,1682.2605,0,404.35748,0,0,0,0,0,0,0,0,0,0,0,
543,275.0919987746531,4.0019913,,,,,,,,,,,0,0,0,0,0,433.27075,0,0,0,0,855.6771,1567.2004,0,0,0,0,1019.00323,0,
544,391.3353574564488,4.012008,,,,8,11,[M+NH4]+,,2,544;545,373.30085,0,0,0,2159.129,2976.2969,0,9010.408,0,0,301.93173,0,0,0,0,0,0,0,0,
545,397.31017184953953,4.0148,,,,8,11,[2M+HFA+2H]+2,,2,544;545,373.30085,0,0,0,2521.0833,4282.621,0,11413.874,0,0,347.44177,0,0,0,0,0,0,0,0,
546,409.34666290304125,4.0236416,,,,8,,,,,,,0,0,0,7488.248,14471.639,0,34242.31,0,0,1438.9004,0,0,0,0,466.0489,504.61963,0,0,
547,425.341371687163,4.0148,,,,8,,,,,,,0,0,0,2654.2234,4634.845,0,13509.657,0,0,364.39645,0,0,0,0,0,0,0,0,
548,437.3416583150906,4.024256,,,,8,,,,,,,0,0,1716.5032,41658.24,79734.5,0,188377.5,0,0,8824.052,0,0,0,0,2282.996,4343.666,0,442.97318,
549,438.3448050896372,4.0224524,,,,8,,,,,,,0,0,185.22272,14136.245,26837.91,0,62974.49,0,0,2789.2192,0,0,0,0,696.0712,1134.3137,0,0,
550,455.35209437547894,4.0228605,,,,8,,,,,,,0,0,1437.0063,33099.387,68046.52,0,156612.97,0,0,7905.4126,0,0,0,0,1839.5614,4600.0894,0,221.17029,
551,275.20058524524603,4.046133,,,,,,,,,,,0,0,0,0,0,173.3496,455.44485,0,0,0,441.101,0,0,0,0,0,0,0,
552,475.2113218049188,4.016017,,,,,,,,,,,0,1460.434,0,0,383.23383,0,189.36586,0,0,0,0,0,0,0,0,0,0,0,
553,476.21528115947706,4.0208,,,,,,,,,,,0,298.06378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
554,700.2724553992163,4.0208,,,,,,,,,,,0,673.0937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
555,633.2035307863263,4.0589614,,,,,,,,,,,0,0,0,786.60767,3478.9126,0,8493.185,0,0,0,0,0,0,0,0,0,0,0,
556,198.14927889338458,4.040313,,,,,,,,,,,901.5836,345.62585,519.6083,743.77997,267.68903,168.49805,706.61926,315.54742,502.77863,171.21774,386.50888,315.0621,182.76405,668.08203,0,427.91785,255.63638,487.495,
557,487.1440874646148,4.0589614,,,,,,,,,,,0,0,0,1681.3541,7303.105,0,14512.307,0,0,0,0,0,0,0,0,0,0,0,
558,188.09231109903254,4.0313544,,,,,,,,,,,0,0,0,5256.845,1114.1554,0,9597.481,0,0,441.8421,0,0,0,0,0,0,0,0,
559,411.3603187507091,4.028333,,,,,,,,,,,0,0,0,1955.9155,3155.7805,0,9487.91,0,0,169.9665,0,0,0,0,176.04562,0,0,0,
560,751.4621244103389,4.0283537,,,,,,,,,,,0,0,0,5338.5225,3286.9607,0,14483.616,0,0,575.40173,0,0,0,0,441.56665,0,0,0,
561,587.3937187833076,4.0285625,,,,8,,,,,,,0,0,0,2014.3599,3968.7502,0,9794.224,0,0,169.44736,0,0,0,0,0,0,0,0,
562,149.1332388851589,4.050104,,,,,,,,,,,0,0,433.14557,9209.007,1113.7538,0,6997.7017,0,0,0,0,0,0,0,0,0,0,0,
563,289.0037554240489,4.0562334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,126.58883,0,0,0,0,0,404.14578,0,
564,474.0612231884214,4.0606666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,805.04913,0,0,0,0,0,0,
565,757.1965826295873,4.0272417,,,,,,,,,,,0,0,0,0,0,0,636.6975,0,0,0,0,1143.5355,0,0,0,0,0,0,
566,360.1570707070253,4.0743833,,,,,,,,,,,0,697.81744,0,0,0,202.5427,0,2810.927,659.27997,0,0,0,0,2972.1611,184.17638,0,0,0,
567,331.1539093211397,4.0747504,,,,,,,,,,,0,966.8268,0,0,1106.1239,0,840.7979,2021.9491,0,0,0,0,0,1787.1095,201.37369,0,0,0,
568,491.11883185856544,4.0749664,,,,,,,,,,,0,0,0,0,0,0,3816.4631,0,0,0,0,0,0,0,0,0,0,0,
569,507.31626861157406,4.0753307,,,,,,,,,,,0,3022.2788,0,0,1448.5566,3120.6052,1499.3787,0,0,611.8024,0,125.71989,0,0,1018.9075,2348.8687,0,0,
570,345.26373398749547,4.071407,,,,,,,,,,,0,934.6686,0,0,1004.8707,1746.8656,1021.0991,0,0,434.2276,0,0,0,0,1036.6815,1205.2731,0,0,
571,321.11260698081645,4.1015835,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4966.7007,0,0,0,0,0,0,0,0,
572,358.1410983532965,4.10145,,,,,,,,,,,0,0,0,0,0,0,0,0,0,701.50476,0,0,463.71988,0,0,0,0,0,
573,325.092098173061,4.1099796,,,,45,,,,,,,0,189.13892,688.94183,6774.25,48835.273,0,105515.89,0,0,77864.66,0,0,0,0,360.3824,77146.12,0,0,
574,471.15083229602226,4.1131735,,,,45,,,,,,,0,0,0,7708.5063,8896.46,0,19140.127,0,0,12181.592,0,0,0,0,0,12314.067,0,0,
575,471.2200794721544,4.1305523,,,,,,,,,,,0,0,0,15284.973,4348.5884,0,0,411.00662,433.7141,817.4668,0,0,0,360.65927,20096.295,317.2943,0,0,
576,163.03965525971083,4.0925937,,,,45,,,,,,,0,2549.6433,3800.4722,45819.668,16957.297,927.1289,17636.031,802.41504,928.9142,37053.83,3782.6086,269.3345,700.1644,1563.1007,5251.794,40057.965,4605.4414,406.48322,
577,201.164182673019,4.0923834,,,,,,,,,,,0,0,0,4940.1875,180.80371,0,1006.9571,0,335.01263,935.5519,0,0,0,375.37274,3415.2815,1123.7914,0,783.15564,
578,366.02488365802265,4.13247,,,,,,,,,,,0,0,0,3643.3416,3561.0745,238.85776,0,1216.4658,2418.8186,521.42773,0,95.00259,958.3771,771.6692,9047.528,0,0,0,
579,466.26491992683185,4.1228557,,,,,,,,,,,0,0,0,28188.033,8178.803,0,0,0,1066.3302,1536.6854,0,0,0,0,38833.99,800.18085,0,0,
580,195.10207106745568,4.1640058,,,,,,,,,,,0,3467.2773,0,0,581.3564,0,10921.211,0,73.568054,0,0,78.652306,0,0,0,0,0,106.35658,
581,295.10270824755594,4.1233387,,,,,,,,,,,0,0,0,3899.6523,1424.1583,0,0,0,0,0,0,0,0,0,7873.668,0,0,0,
582,649.177914058577,4.1342583,,,,,,,,,,,0,0,0,0,5565.4937,0,8369.392,0,0,0,0,0,0,0,0,0,0,0,
583,307.08147177614205,4.134593,,,,,,,,,,,0,0,0,1710.1138,3123.7693,0,14771.614,0,0,11297.953,0,0,0,0,0,11298.008,0,0,
584,151.11239174011158,4.14543,,,,,,,,,,,0,957.68604,0,169.57733,0,0,216.3964,1787.1691,1282.5117,281.702,1064.0857,0,0,1792.8821,0,0,155.93484,213.96991,
585,243.0533292040145,4.137179,,,,,,,,,,,0,0,0,0,0,0,0,1007.1787,833.1855,0,388.47687,0,0,850.58276,0,0,0,0,
586,210.0342344832213,4.1376085,,,,,,,,,,,0,1203.2915,0,0,0,175.14906,0,2885.9092,2140.6436,0,2294.7507,0,0,2439.092,0,0,379.8471,587.23724,
587,533.2585000502091,4.154714,,,,,,,,,,,0,0,1106.1156,2196.794,0,0,711.17145,0,0,0,0,0,396.5494,0,454.00262,195.01501,0,182.04138,
588,767.4569344998524,4.1570253,,,,,,,,,,,0,0,0,9143.951,0,0,0,0,0,0,0,0,0,0,9599.005,0,0,0,
589,137.13339593262788,4.156944,,,,,,,,,,,0,0,24965.22,3328.837,1545.4441,0,0,457.9322,349.20416,0,984.7776,0,0,642.41315,7390.8325,0,0,0,
590,161.1331938842639,4.180821,,,,,,,,,,,0,4799.8457,1273.649,1668.2749,1753.5317,1512.9467,4938.19,4927.5576,883.4888,1312.5862,17356.73,0,3162.1606,7956.439,1592.7385,1266.3606,1158.6921,1096.865,
591,179.14376786042973,4.16887,,,,,,,,,,,0,8958.7,1989.5287,1244.3218,2989.936,2800.6328,8442.958,8767.019,1716.0273,913.6709,31320.678,381.88,5500.9253,14494.7705,814.5215,0,1939.1953,2393.9077,
592,399.19910111910184,4.1695724,,,,,,,,,,,0,4510.894,1750.6375,1128.5231,1947.8867,1440.2046,5771.843,5259.431,847.18097,1022.47266,15172.373,0,3323.4307,7886.5273,1008.92474,0,730.5725,1013.8206,
593,430.1286870060704,4.170155,,,,,,,,,,,0,4333.0483,408.8797,0,1491.1829,2752.6094,1552.4015,7941.183,1869.8801,0,18277.312,403.24255,4461.537,9849.597,0,0,1295.2557,2556.3284,
594,531.4159975521578,4.1897335,,,,,,,,,,,0,0,80964.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
