id	molecularFormula_canopus	adduct_canopus	NPC#pathway_canopus	NPC#superclass_canopus	NPC#class_canopus
3904	C10H8O3	[M + H]+	Polyketides	Cyclic polyketides	Simple coumarins
5746	C18H33NO8	[M + H]+	Amino acids and Peptides	Ornithine alkaloids	Simple amide alkaloids
62	C19H33NO10	[M + H]+	Amino acids and Peptides	Pseudoalkaloids (transamidation)	Arylnaphthalene and aryltetralin lignans
740	C30H35N5O10S	[M + Na]+	Amino acids and Peptides	Small peptides	Tripeptides
4232	C15H19NO5	[M + H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
1955	C8H6O3	[M + H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
5932	C31H51NO9	[M + Na]+	Terpenoids	Diterpenoids	Cholane steroids
3470	C17H30O10	[M + H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
5815	C4H9NO3P	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
7235	C11H16O	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids(ε-)
6555	C36H41N7O15	[M + H]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
690	C14H21NO2	[M + H]+	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids
1338	C21H41NO6	[M + H]+	Fatty acids	Fatty esters	Polyamines
380	C13H20O	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
2446	C34H60BN5O6	[M + Na]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
5994	C7H19N2O3P	[M + Na]+	Fatty acids	Ornithine alkaloids	Polyamines
909	C28H63B4N7O7	[M + H]+	Terpenoids	Monoterpenoids	Pinane monoterpenoids
1065	C35H59N5O11	[M + K]+	Polyketides	Macrolides	Lipopeptides
883	C18H22ClFN2O	[M + H]+	Alkaloids	Tryptophan alkaloids	Quinoline alkaloids
2722	C13H19NO4	[M + H]+	Alkaloids	Phenolic acids (C6-C1)	Shikimic acids and derivatives
5711	C36H65N5O2	[M + H]+	Alkaloids	Guanidine alkaloids	Bicyclic guanidine alkaloids
6334	C24H29N8O11P	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides
1337	C42H76NO10P	[M + H]+	Fatty acids	Glycerophospholipids	Oxidized glycerophospholipids
6325	C18H37NO2	[M + H]+	Fatty acids	Sphingolipids	Sphingoid bases
1307	C29H36O	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
2076	C17H30O11	[M + H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
133	C11H16O2	[M + H]+	Terpenoids	Monoterpenoids	Prenyl quinone meroterpenoids
4101	C18H31NO9	[M + H]+	Amino acids and Peptides	Mycosporine derivatives	Open-chain polyketides
5851	C21H37NO10	[M + H]+	Terpenoids	Apocarotenoids	Amino cyclitols
1191	C26H37NO10	[M + H]+	Shikimates and Phenylpropanoids	Lignans	Neolignans
159	C21H39NO11	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
387	C24H47N3O	[M + Na]+	Alkaloids	Guanidine alkaloids	Catechols with side chains
2029	C20H31NO13	[M + H]+	Amino acids and Peptides	Saccharides	Disaccharides
5305	C14H17NO3	[M + H]+	Shikimates and Phenylpropanoids	Lysine alkaloids	Simple phenolic acids
208	C13H27NO9	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
4280	C14H19NO5S	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
1017	C18H30O	[M + H]+	Fatty acids	Fatty acyls	Apocarotenoids (Ψ-)
4899	C26H32N2O11	[M + H]+	Alkaloids	Tryptophan alkaloids	Betalain alkaloids
5447	C15H16O8	[M + H]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
1800	C16H27NO9	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
743	C37H62O4	[M + H]+	Fatty acids	Glycerolipids	Diacylglycerols
2885	C28H50BN5O5	[M + Na]+	Amino acids and Peptides	Small peptides	Cyclic peptides
333	C35H68O5	[M + Na]+	Fatty acids	Glycerolipids	Diacylglycerols
3181	C12H24O7	[M + H]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
6628	C13H20O4	[M + H]+	Terpenoids	Octadecanoids	Jasmonic acids
5940	C15H15NO	[M + H]+	Alkaloids	Tryptophan alkaloids	Carbazole alkaloids
1044	C36H64O5	[M + Na]+	Fatty acids	Glycerolipids	Diacylglycerols
1176	C19H37N5O3	[M + H]+	Amino acids and Peptides	Small peptides	Simple amide alkaloids
7230	C19H33NO7	[M + H]+	Terpenoids	Macrolides	Open-chain polyketides
355	C41H66N6O7	[M + H]+	Polyketides	Steroids	Cyclic peptides
1718	C17H25NO4	[M + H]+	Alkaloids	Peptide alkaloids	Simple amide alkaloids
837	C23H34O4	[M + H]+	Terpenoids	Diterpenoids	Prostaglandins
2297	C17H22N2O5	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
1168	C10H12O4	[M + H]+	Polyketides	Cyclic polyketides	2-pyrone derivatives
1038	C44H68N2O3	[M + H]+	Terpenoids	Diterpenoids	Steroidal alkaloids
4368	C30H58O3	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
160	C15H29N5O4	[M + H]+	Alkaloids	Ornithine alkaloids	Polyamines
5992	C20H25NO12	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
266	C22H36O14	[M + Na]+	Fatty acids	Monoterpenoids	Secoiridoid monoterpenoids
5301	C26H44N10O4	[M + K]+	Alkaloids	Ornithine alkaloids	Purine alkaloids
5363	C37H67N7O7	[M + H]+	Fatty acids	Fatty amides	Lipopeptides
985	C32H49N3O18	[M + H]+	Alkaloids	Monoterpenoids	Secoiridoid monoterpenoids
360	C44H80NO9P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphocholines
4062	C28H39NO12	[M + H]+	Alkaloids	Tryptophan alkaloids	Open-chain polyketides
3299	C25H43F2N3O2	[M + K]+	Alkaloids	Ornithine alkaloids	Quinolizidine alkaloids
4314	C11H15NO4	[M + H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
5296	C34H45N6O3P	[M + H]+	Alkaloids	Pseudoalkaloids	Purine alkaloids
2080	C11H16O4	[M + H]+	Polyketides	Cyclic polyketides	2-pyrone derivatives
2531	C37H73N5O8	[M + H]+	Amino acids and Peptides	Oligopeptides	Linear peptides
1068	C47H76O10	[M + Na]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
866	C19H35NO9	[M + H]+	Amino acids and Peptides	Apocarotenoids	Megastigmanes
389	C40H63N5O2	[M + H]+	Terpenoids	Pseudoalkaloids	Steroidal alkaloids
31	C13H20O5	[M + H]+	Shikimates and Phenylpropanoids	Lignans	Neolignans
3334	C19H36O8	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
7304	C16H19NO3	[M + H]+	Alkaloids	Ornithine alkaloids	Tropane alkaloids
128	C13H16O	[M + H]+	Terpenoids	Sesquiterpenoids	Valerenane sesquiterpenoids
547	C31H61NO5S	[M + H]+	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids
3245	C11H17O6PS3	[M + Na]+	Fatty acids	Fatty esters	Wax monoesters
6424	C13H17N3O4	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
574	C14H25NO4	[M + H]+	Fatty acids	Fatty amides	Fatty acyl homoserine lactones
1450	C24H41N7O10	[M + H]+	Amino acids and Peptides	Ornithine alkaloids	Tripeptides
1548	C21H37NO2	[M + H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
6	C11H16O3	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
2762	C26H41NO13	[M + H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
7296	C8H8Br2N2	[M + H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
3447	C16H24O9	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
425	C21H34O3	[M + H]+	Polyketides	Linear polyketides	Acetogenins
567	C25H33N5O12	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides
3745	C26H30N2O11	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
1999	C17H21NO5	[M + H]+	Alkaloids	Nicotinic acid alkaloids	Quinoline alkaloids
131	C23H37NO4	[M + H]+	Alkaloids	Linear polyketides	Open-chain polyketides
681	C27H53N5O10	[M + H]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
934	C27H32N4O7	[M + H]+	Alkaloids	Oligopeptides	Cyclic peptides
541	C12H27NO2	[M + H]+	Fatty acids	Fatty acyls	Fatty alcohols
6951	C17H31FN2O2	[M + H]+	Alkaloids	Lysine alkaloids	Piperidine alkaloids
393	C18H25NO13	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
164	C16H27NO12	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
2536	C23H29NO10	[M + H]+	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids
1984	C13H18	[M + H]+	Terpenoids	Monoterpenoids	Guaiane sesquiterpenoids
6638	C33H64N4O9	[M + K]+	Alkaloids	Macrolides	Macrotetrolides
3789	C23H35NO12	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
2614	C20H20O5	[M + H]+	Shikimates and Phenylpropanoids	Lignans	Furofuranoid lignans
6703	C25H43NO8	[M + H]+	Terpenoids	Sesquiterpenoids	Acyclic monoterpenoids
3678	C24H42O4	[M + H]+	Terpenoids	Meroterpenoids	Prenyl quinone meroterpenoids
384	C24H29F2N5O9	[M + H]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides
5706	C19H33NO9	[M + H]+	Amino acids and Peptides	Apocarotenoids	Megastigmanes
6562	C20H36O3	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Epoxy fatty acids
4171	C25H46O15	[M + Na]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
2275	C26H39N5O9	[M + H]+	Shikimates and Phenylpropanoids	Pseudoalkaloids (transamidation)	Amino cyclitols
324	C17H20F2N6O3S	[M + H]+	Alkaloids	Tryptophan alkaloids	Purine alkaloids
1998	C26H32O15	[M + H]+	Shikimates and Phenylpropanoids	Monoterpenoids	Simple coumarins
1166	C29H48	[M + H]+	Terpenoids	Steroids	Cholestane steroids
1055	C39H67NO11	[M + H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
2592	C14H23NO6	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
5847	C31H34O14	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Anthocyanidins
410	C26H37F2N5O3	[M + H]+	Alkaloids	Ornithine alkaloids	Quinolizidine alkaloids
7302	C6H4Br2N6OS	[M + K]+	Alkaloids	Pseudoalkaloids	pteridine alkaloids
43	C19H30O10	[M + Na]+	Terpenoids	Monoterpenoids	Menthane monoterpenoids
453	C12H18O4	[M + H]+	Polyketides	Cyclic polyketides	2-pyrone derivatives
3934	C37H68NO9P	[M + H]+	Fatty acids	Glycerophospholipids	Oxidized glycerophospholipids
879	C50H95N3O	[M + K]+	Fatty acids	Fatty amides	N-acyl amines
2585	C27H34O14	[M + H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
2079	C15H10O7	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
5777	C19H30INO4	[M + H]+	Terpenoids	Monoterpenoids	Monocyclic monoterpenoids
881	C16H31FO4	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Fatty alcohols
1941	C16H22O2	[M + H]+	Terpenoids	Monoterpenoids	Irregular monoterpenoids
1099	C33H61NO14	[M + H]+	Fatty acids	Glycerolipids	Glycosylmonoacylglycerols
694	C11H6N6O7	[M + H]+	Alkaloids	Pseudoalkaloids	Azo and Azoxy alkaloids
3118	C16H24O10	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
531	C16H20N6O8	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides
1311	C34H53FN6O3	[M + H]+	Alkaloids	Triterpenoids	Steroidal alkaloids
1927	C19H30O3	[M + H]+	Fatty acids	Eicosanoids	Epoxy fatty acids
4549	C10H20FNO5S	[M + H]+	Alkaloids	Ornithine alkaloids	Pyrrolidine alkaloids
6716	C37H62O12	[M + H]+	Terpenoids	Triterpenoids	Cycloartane triterpenoids
554	C15H20N2O6	[M + H]+	Alkaloids	Anthranilic acid alkaloids	Phenazine alkaloids
978	C25H39N5O9	[M + H]+	Alkaloids	Peptide alkaloids	Simple amide alkaloids
2452	C23H24N6O7	[M + H]+	Alkaloids	Pseudoalkaloids	pteridine alkaloids
6303	C19H34O13	[M + Na]+	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides
5443	C21H26O13	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
3153	C43H65N3O10	[M + H]+	Polyketides	Oligopeptides	Depsipeptides
2459	C25H45NO12	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
3003	C27H41NO2	[M + H]+	Fatty acids	Fatty amides	N-acyl amines
4086	C33H62N6O7	[M + Na]+	Amino acids and Peptides	Oligopeptides	Lipopeptides
5451	C26H47NO12	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
1011	C18H16N4O7	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides
624	C28H36O13	[M + Na]+	Shikimates and Phenylpropanoids	Lignans	Neolignans
1216	C41H58O4	[M + H]+	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)
5639	C13H12O6	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
2613	C16H28O8	[M + H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
1198	C21H30O11	[M + Na]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
4896	C4H8FNO3	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
2015	C17H27NO9	[M + H]+	Alkaloids	Phenolic acids (C6-C1)	Phenylethylamines
2048	C20H27NO9	[M + H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
2988	C38H58O5	[M + Na]+	Terpenoids	Carotenoids (C40)	Carotenoids (C40, β-β)
2036	C14H15NO5	[M + H]+	Alkaloids	Tyrosine alkaloids	Amarylidaceae alkaloids
5560	C15H12O6	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols
1994	C22H22O12	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
7299	C6H6Cl4N4O2	[M + Na]+	Alkaloids	Pseudoalkaloids	Purine alkaloids
678	C23H43NO2	[M + H]+	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)
6323	C13H16N2O4	[M + H]+	Alkaloids	Tyrosine alkaloids	Simple indole alkaloids
4407	C41H66O13	[M + H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
568	C27H39NO13	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
3912	C20H22O10	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
6945	C20H28N2O	[M + H]+	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids
6296	C19H25NO13	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acid amides
577	C17H20N2O5	[M + Na]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
4360	C17H21NO8	[M + H]+	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids
1096	C16H25NO9	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
1539	C11H18F2N4	[M + Na]+	Alkaloids	Pseudoalkaloids	Phenylalanine-derived alkaloids
3256	C12H16O5	[M + H]+	Polyketides	Cyclic polyketides	2-pyrone derivatives
1938	C9H16FN3O4	[M + H]+	Alkaloids	Pseudoalkaloids	Purine alkaloids
2217	C32H62O6	[M + H]+	Fatty acids	Glycerolipids	Labdane diterpenoids
216	C12H14O2	[M + H]+	Polyketides	Miscellaneous polyketides	Phthalide derivatives
2305	C14H17NO4	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
2624	C35H60O7	[M + H]+	Terpenoids	Triterpenoids	Open-chain polyketides
117	C45H72O10	[M + Na]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
2300	C23H38O13	[M + H]+	Terpenoids	Monoterpenoids	Acyclic monoterpenoids
3304	C39H67NO8	[M + H]+	Polyketides	Macrolides	Open-chain polyketides
890	C15H27NO3	[M + H]+	Alkaloids	Tyrosine alkaloids	Piperidine alkaloids
2730	C27H37NO13	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
2990	C33H54O11	[M + H]+	Terpenoids	Monoterpenoids	Open-chain polyketides
2451	C25H20O10	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
391	C25H34O	[M + H]+	Terpenoids	Apocarotenoids	Apocarotenoids (β-)
2281	C18H26O2	[M + H]+	Terpenoids	Steroids	Estrane steroids
399	C15H14O3	[M + H]+	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins
5566	C23H40N10O9	[M + Na]+	Amino acids and Peptides	Peptide alkaloids	Linear peptides
3713	C26H46O9	[M + Na]+	Fatty acids	Diterpenoids	Labdane diterpenoids
2260	C26H32O14	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
3147	C21H36O10	[M + Na]+	Terpenoids	Monoterpenoids	Acyclic monoterpenoids
2086	C19H25NO11S	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Glucosinolates
165	C18H30O2	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids
3670	C39H62O4	[M + H]+	Fatty acids	Glycerolipids	Diacylglycerols
2242	C16H30N4O2	[M + K]+	Alkaloids	Small peptides	Pyridine alkaloids
6635	C24H43NO12	[M + H]+	Alkaloids	Lignans	Arylnaphthalene and aryltetralin lignans
7236	C7H12N3O7P	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides
2073	C20H25NO9	[M + H]+	Shikimates and Phenylpropanoids	Aminosugars and aminoglycosides	Simple phenolic acids
4406	C22H34O14	[M + H]+	Terpenoids	Monoterpenoids	Iridoids monoterpenoids
6242	C21H33NO11	[M + H]+	Amino acids and Peptides	Apocarotenoids	Cyanogenic glycosides
2742	C19H30O9	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
5302	C31H49N5O4	[M + Na]+	Alkaloids	Oligopeptides	Lipopeptides
930	C19H38N2O3	[M + H]+	Fatty acids	Fatty amides	N-acyl amines
421	C12H23NO9	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
4230	C27H30O16	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
3115	C18H25NO8	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
1550	C39H72N3O9P	[M + H]+	Fatty acids	Sphingolipids	Phosphosphingolipids
4214	C13H14O7	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
126	C22H17N3O5	[M + H]+	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
3671	C39H69NO6	[M + H]+	Fatty acids	Glycerolipids	Diacylglycerols
2074	C13H15NO6S	[M + H]+	Amino acids and Peptides	Tryptophan alkaloids	Simple oxindole alkaloids
1342	C28H63B4N7O7	[M + H]+	Fatty acids	Small peptides	Pinane monoterpenoids
3150	C32H56BN5O4	[M + H]+	Terpenoids	Monoterpenoids	Ceramides
3157	C17H16O6	[M + K]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
2713	C44H76NO10P	[M + H]+	Fatty acids	Glycerophospholipids	Oxidized glycerophospholipids
86	C24H50NO7P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphocholines
3889	C24H24O12	[M + Na]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
5800	C36H70N4O7S	[M + H]+	Amino acids and Peptides	Oligopeptides	Linear peptides
943	C12H14O3	[M + H]+	Terpenoids	Coumarins	Azaphilones
4162	C28H36N4O8	[M + H]+	Alkaloids	Oligopeptides	Pyridine alkaloids
5700	C6H12BNO4S	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
629	C11H26N3O6P	[M + Na]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides
276	C42H78NO9P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphocholines
442	C26H45N9O5	[M + H]+	Amino acids and Peptides	Oligopeptides	Tripeptides
2700	C30H46O3	[M + H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
50	C29H39BFN3O7	[M + Na]+	Terpenoids	Steroids	Pregnane steroids
901	C45H66O10	[M + H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
804	C13H15NO8	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
2223	C19H30O8	[M + Na]+	Terpenoids	Apocarotenoids	Megastigmanes
1207	C34H35N7O6S2	[M + H]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides
2292	C33H40O18	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
1728	C11H14O	[M + H]+	Terpenoids	Monoterpenoids	Menthane monoterpenoids
3262	C21H27NO12	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols
2098	C19H22N2O7	[M + H]+	Alkaloids	Tryptophan alkaloids	Carboline alkaloids
408	C39H60O5	[M + H]+	Fatty acids	Glycerolipids	Diacylglycerols
5645	C42H76NO11P	[M + H]+	Fatty acids	Glycerophospholipids	Oxidized glycerophospholipids
2769	C25H50O	[M + H]+	Fatty acids	Fatty acyls	Fatty alcohols
2114	C16H16O9	[M + Na]+	Shikimates and Phenylpropanoids	Coumarins	Cinnamic acids and derivatives
2069	C16H20O9	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
349	C12H24N2O3	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
135	C7H13O4	[M + K]+	Fatty acids	Fatty Acids and Conjugates	Macrolide lactones
6253	C17H23BN4O8	[M + K]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides
718	C39H66N2O12	[M + H]+	Carbohydrates	Sphingolipids	Pyrimidine nucleos(t)ides
2296	C18H19NO4	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
6563	C19H33N3O3	[M + H]+	Alkaloids	Lysine alkaloids	Quinolizidine alkaloids
2200	C27H53N5O3	[M + H]+	Fatty acids	Fatty amides	Lipopeptides
2058	C18H23NO8	[M + H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
1655	C20H29NO11	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides
5597	C29H37N7O13S	[M + H]+	Alkaloids	Tyrosine alkaloids	Polyamines
36	C22H37NO17	[M + H]+	Carbohydrates	Saccharides	Disaccharides
5630	C20H20O7	[M + H]+	Shikimates and Phenylpropanoids	Lignans	Cinnamic acids and derivatives
5306	C35H55N5O4	[M + H]+	Alkaloids	Steroids	Cholestane steroids
11	C43H73NO10	[M + H]+	Fatty acids	Glycerolipids	Glycosyldiacylglycerols
1932	C12H23NO	[M + H]+	Fatty acids	Fatty amides	Primary amides
2719	C33H61FN2O9	[M + H]+	Polyketides	Macrolides	Open-chain polyketides
877	C13H16	[M + H]+	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids
427	C27H30O15	[M + H]+	Shikimates and Phenylpropanoids	Isoflavonoids	Isoflavones
1463	C24H41NO11	[M + H]+	Terpenoids	Apocarotenoids	Megastigmanes
3130	C15H16O8	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives
3907	C16H25NO5P	[M + H]+	Alkaloids	Pseudoalkaloids	Phenylalanine-derived alkaloids
776	C18H26O10	[M + H]+	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids
2111	C14H21NO3	[M + H]+	Alkaloids	Ornithine alkaloids	Pyrrolizidine alkaloids
3725	C23H13N5O8	[M + H]+	Alkaloids	Coumarins	Simple coumarins
1056	C16H32FN5	[M + Na]+	Alkaloids	Pseudoalkaloids	Phenylalanine-derived alkaloids
1982	C33H40O19	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
5802	C26H52NO7P	[M + H]+	Fatty acids	Glycerophospholipids	Glycerophosphocholines
6245	C21H22O11	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavanones
2089	C16H15NO2	[M + H]+	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acid amides
4233	C30H46O3	[M + H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
6099	C25H30F3N3O2	[M + H]+	Alkaloids	Lysine alkaloids	Pyridine alkaloids
854	C39H62O4	[M + H]+	Fatty acids	Glycerolipids	Diacylglycerols
143	C27H53N5O	[M + H]+	Alkaloids	Guanidine alkaloids	Acyclic guanidine alkaloids
463	C21H34O4	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols
5807	C24H33N11O7	[M + H]+	Amino acids and Peptides	Small peptides	pteridine alkaloids
1545	C24H37NO12	[M + Na]+	Amino acids and Peptides	Tyrosine alkaloids	Cyanogenic glycosides
129	C36H36N4O6	[M + H]+	Alkaloids	Tryptophan alkaloids	Carboline alkaloids
2225	C11H23NO4P	[M + H]+	Terpenoids	Monoterpenoids	Dipeptides
1134	C10H21FO3	[M + H]+	Fatty acids	Fatty acyls	Wax monoesters
4231	C23H37NO15	[M + H]+	Terpenoids	Monoterpenoids	Cyanogenic glycosides
4276	C42H71NO14	[M + H]+	Terpenoids	Triterpenoids	Oleanane triterpenoids
6298	C44H75NO9	[M + H]+	Fatty acids	Sphingolipids	Neutral glycosphingolipids
5601	C24H26O7	[M + K]+	Shikimates and Phenylpropanoids	Flavonoids	Flavanones
468	C14H20N2O3	[M + H]+	Amino acids and Peptides	Small peptides	Dipeptides
832	C22H23BO5	[M + H]+	Shikimates and Phenylpropanoids	Diarylheptanoids	Pinane monoterpenoids
224	C37H68O5	[M + Na]+	Fatty acids	Glycerolipids	Diacylglycerols
1032	C17H20O11	[M + Na]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids
1970	C27H30O14	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols
434	C14H23N3O10S	[M + H]+	Carbohydrates	Aminosugars and aminoglycosides	Dipeptides
546	C20H20O5	[M + H]+	Shikimates and Phenylpropanoids	Lignans	Neolignans
3720	C21H36O7	[M + H]+	Polyketides	Linear polyketides	Open-chain polyketides
750	C39H65NO12	[M + H]+	Polyketides	Macrolides	Macrolide lactones
3763	C20H27NO11	[M + H]+	Amino acids and Peptides	Small peptides	Aminoacids
2629	C34H65NO4	[M + H]+	Fatty acids	Sphingolipids	Ceramides
446	C18H33NO4	[M + H]+	Fatty acids	Fatty Acids and Conjugates	Other Octadecanoids
2129	C8H10NO	[M + K]+	Alkaloids	Monoterpenoids	Pyridine alkaloids
6250	C9H19FN4O2	[M + Na]+	Alkaloids	Small peptides	Dipeptides
