rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
1247	4	1	6	0.09188153109440636	-87.05759717049101	N/A	30.435530446801604	C23H45O7P	[M + H]+	WZFJBHJWSNORDX	InChI=1S/C23H45O7P/c1-4-6-8-10-12-14-16-18-23(25)30-21(20-29-31(3,26)27)19-28-22(24)17-15-13-11-9-7-5-2/h21H,4-20H2,1-3H3,(H,26,27)	(2-decanoyloxy-3-nonanoyloxypropoxy)-methylphosphinic acid	CCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC)COP(=O)(C)O	6.4000001	58898485	PubChem:(58898485)	2	465.2956063985275	231.427704	7270_cdhrc_dbgi_alc_pos_sirius_7415
1248	2	1	10	0.09165159386073994	-144.51551299971896	N/A	175.2432067051287	C22H31FO2	[M + H]+	OFSNHULWSFGTLE	InChI=1S/C22H31FO2/c1-15-14-18-17-7-9-21(25,12-13-24)19(17,2)10-11-22(18,23)20(3)8-5-4-6-16(15)20/h5-6,8,10-11,15,17-18,24-25H,4,7,9,12-14H2,1-3H3	null	CC1CC2C3CCC(C3(C=CC2(C4(C1=CCC=C4)C)F)C)(CCO)O	4.4000001	57468184	PubChem:(57468184)	2	347.23712159189324	413.818836	6195_cdhrc_dbgi_alc_pos_sirius_1432
1249	1	1	1	0.09163819466568748	-58.42439260640588	N/A	95.12304964933644	C10H16O	[M + H]+	ADIWSFBGIACVGI	InChI=1S/C10H16O/c1-7(2)5-8-6-9(11)10(8,3)4/h5,8H,6H2,1-4H3	null	CC(=CC1CC(=O)C1(C)C)C	2.4000001	130027231	PubChem:(130027231)	2	153.1273956298828	156.163728	977_cdhrc_dbgi_alc_pos_sirius_3208
1250	1	1	1	0.09159069137883201	-16.53533216718511	N/A	222.9417215143136	C18H28O2	[M + H]+	ZDVFATDBKLNFCT	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2,5-7,10-17H2,1H3,(H,19,20)	null	CCC#CCCCC#CCCCCCCCCC(=O)O	6.03444719	129727102	PubChem:(129727102)	2	277.2163549064444	426.949704	5268_cdhrc_dbgi_alc_pos_sirius_87
1251	1	1	11	0.09139704753338891	-449.7992504736274	N/A	146.4375296354444	C28H55NO12	[M + H]+	XDPKMGQFNGBVTP	InChI=1S/C28H55NO12/c1-28(27-40-23-21-37-17-16-36-18-19-38-24-25-41-28)26-39-22-20-32-7-4-29-2-5-30-8-10-33-12-14-35-15-13-34-11-9-31-6-3-29/h2-27H2,1H3	null	CC1(COCCOCCOCCOCCO1)COCCOCCN2CCOCCOCCOCCOCCOCC2	-1.70000005	102206398	PubChem:(102206398)	2	598.3789467669236	489.49941	5772_cdhrc_dbgi_alc_pos_sirius_2694
1252	1	1	2	0.09138008980866663	-188.3561700841095	N/A	54.13083112015051	C13H17NO6	[M + H]+	HXOWUMIRQPHLLV	InChI=1S/C13H17NO6/c1-18-7-11(13(16)17)14-12(15)8-20-10-5-3-4-9(6-10)19-2/h3-6,11H,7-8H2,1-2H3,(H,14,15)(H,16,17)	null	COCC(C(=O)O)NC(=O)COC1=CC=CC(=C1)OC	0.699999988	121876190	PubChem:(121876190)	2	284.1125921159091	108.166068	466_cdhrc_dbgi_alc_pos_sirius_4242
1253	1	1	1	0.09134385914441066	-65.00679503469274	N/A	203.20159646459553	C16H26O2	[M + H]+	OAXMYGCFSSOPQP	InChI=1S/C16H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2,4-5,7-8H,1,3,6,9-15H2,(H,17,18)	9,12,15-hexadecatrienoic acid	C=CCC=CCC=CCCCCCCCC(=O)O	5.04765892	5282814;57352425;87392132	PubChem:(5282814 57352425 87392132);PubMed	66	251.20052866676568	490.21377600000005	5509_cdhrc_dbgi_alc_pos_sirius_1283
1254	1	1	11	0.09105156237487982	-72.40633012375152	N/A	97.97783930164985	C20H22O4	[M + H]+	FMRFWZADNSBMNL	InChI=1S/C20H22O4/c1-23-19-13-15(9-11-17(19)21)7-5-3-4-6-8-16-10-12-18(22)20(14-16)24-2/h3,5-6,8-14,21-22H,4,7H2,1-2H3	null	COC1=C(C=CC(=C1)CC=CCC=CC2=CC(=C(C=C2)O)OC)O	4.69999981	57268428	PubChem:(57268428)	2	327.15923222129044	212.072064	6235_cdhrc_dbgi_alc_pos_sirius_1123
1255	1	1	1	0.0909998056039551	-38.26849238759393	N/A	149.41684169181949	C18H35NO2	[M + H]+	RTQVJTLVVBJRJG	InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h10-11,14-15,17-18,20-21H,2-9,12-13,16,19H2,1H3	sphingadiene	CCCCCCCCCC=CCCC=CC(C(CO)N)O	4.4000001	11220228;11993697;25202784;25245532;70682641;71296149;101262463;101768097;101768099;101340835;101354273;123236216;129824350;138319256	COCONUT:(CNP0217511);Natural Products:(UNPD100935 UNPD30122);PubChem:(11220228 11993697 25202784 25245532 70682641 71296149 101262463 101768097 101768099 101340835 101354273 123236216 129824350 138319256);SuperNatural:(SN00256903 SN00344082);CHEBI:(72800 72758);Plantcyc:(CPD-8427);PubMed;Biocyc:(CPD-22079 CPD-8427)	3311714	298.2743356807128	390.676248	801_cdhrc_dbgi_alc_pos_sirius_3086
1256	2	1	10	0.09079060015894506	-52.00355419603552	N/A	251.914761692553	C40H54O3	[M + H]+	YECXHLPYMXGEBI	InChI=1S/C40H54O3/c1-28(17-13-19-30(3)21-23-35-32(5)25-34(41)26-39(35,7)8)15-11-12-16-29(2)18-14-20-31(4)22-24-36-33(6)38(43)37(42)27-40(36,9)10/h11-24,34,37,41-42H,25-27H2,1-10H3	Adonixanthin	CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C	10.6000004	10303746;16061189;101920281;102523281	COCONUT:(CNP0175597);Natural Products:(UNPD104624 UNPD111022);PubChem:(10303746 16061189 101920281 102523281);SuperNatural:(SN00236355 SN00270562);CHEBI:(80217);PubChem class - bio and metabolites;MeSH:(16061189);KEGG:(C15968);Plantcyc:(CPD-7852);PubMed;Biocyc:(CPD-7852)	20089190	583.4145812988281	536.012292	171_cdhrc_dbgi_alc_pos_sirius_3192
1257	2	1	4	0.09073432163112793	-283.39380224865334	N/A	3.628093804820422	C12H16N2O7P2	[M + H]+	QREIPVBOKWSWDU	InChI=1S/C12H16N2O7P2/c15-12(22(16,17)18,23(19,20)21)8-14-7-11(13-9-14)6-10-4-2-1-3-5-10/h1-5,7,9,15H,6,8H2,(H2,16,17,18)(H2,19,20,21)	null	C1=CC=C(C=C1)CC2=CN(C=N2)CC(O)(P(=O)(O)O)P(=O)(O)O	-2.4000001	58475242	PubChem:(58475242)	2	363.05177989981166	77.376312	2676_cdhrc_dbgi_alc_pos_sirius_3587
1258	2	1	10	0.09069708144987021	-290.1274187617516	N/A	81.87360596316984	C25H31N5O6	[M + H]+	OFDNDQAFVDWEEM	InChI=1S/C25H31N5O6/c1-4-36-25(35)30-12-10-29(11-13-30)24(34)19(8-9-21(31)32)28-23(33)20-15-17(3)26-22(27-20)18-7-5-6-16(2)14-18/h5-7,14-15,19H,4,8-13H2,1-3H3,(H,28,33)(H,31,32)	null	CCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)C2=NC(=NC(=C2)C)C3=CC=CC(=C3)C	1.70000005	67463283;67463284	PubChem:(67463283 67463284)	2	498.23347529312673	322.436208	162_cdhrc_dbgi_alc_pos_sirius_3076
1259	1	1	3	0.09063015349487098	-33.087130710897945	N/A	34.658191911824915	C12H24O7	[M + H]+	TUWUCUHEEAQPQK	InChI=1S/C12H24O7/c1-7(14)4-2-3-5-18-12-11(17)10(16)9(15)8(6-13)19-12/h7-17H,2-6H2,1H3	(2R,3R,4S,5S,6R)-2-(5-hydroxyhexoxy)-6-(hydroxymethyl)oxane-3,4,5-triol	CC(CCCCOC1C(C(C(C(O1)CO)O)O)O)O	-1.20000005	12003173	COCONUT:(CNP0103928);KNApSAcK:(37270);Natural Products:(UNPD182719);PubChem:(12003173);SuperNatural:(SN00371019)	3178514	281.15937663945545	124.013592	2900_cdhrc_dbgi_alc_pos_sirius_3181
1260	1	1	10	0.09057486358345732	-47.429751128823526	N/A	136.8799513751408	C40H56O4	[M + H]+	SZCBXWMUOPQSOX	InChI=1S/C40H56O4/c1-29(17-13-19-31(3)21-23-39-35(5,6)25-33(41)27-37(39,9)43-39)15-11-12-16-30(2)18-14-20-32(4)22-24-40-36(7,8)26-34(42)28-38(40,10)44-40/h11-24,33-34,41-42H,25-28H2,1-10H3	Violaxanthin	CC(=CC=CC=C(C)C=CC=C(C)C=CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=CC34C(CC(CC3(O4)C)O)(C)C	9.80000019	92096;179930;448438;5282218;5315242;6384269;6442428;6852159;9851662;12358664;12358665;12358669;12358673;24970201;46936684;51346155;53477762;98049827;98049828;101341888;101341889;101341890;101341891;101341892;101341893;101341894;101341895;125183415;125183416;125183417;126456015;129888894;137331554	HMDB:(3101);SuperNatural:(SN00161316 SN00252178 SN00389838 SN00243596 SN00169073 SN00287069 SN00344466 SN00369947 SN00162109 SN00383399 SN00276036 SN00402622 SN00391125 SN00317376 SN00311328);additional;MeSH:(448438);Plantcyc:(CPD1F-133 CPD-7196);PubMed;COCONUT:(CNP0236120);KNApSAcK:(3787);Natural Products:(UNPD26534 UNPD40521 UNPD23057 UNPD45850 UNPD71885 UNPD150796 UNPD13417 UNPD164085 UNPD88720 UNPD56379 UNPD41793 UNPD96807 UNPD196206 UNPD48404 UNPD125011 UNPD82116);PubChem:(92096 179930 448438 5282218 5315242 6384269 6442428 6852159 9851662 12358664 12358665 12358669 12358673 24970201 46936684 51346155 53477762 98049827 98049828 101341888 101341889 101341890 101341891 101341892 101341893 101341894 101341895 125183415 125183416 125183417 126456015 129888894 137331554);CHEBI:(35305 35288);PubChem class - bio and metabolites;KEGG:(C13433 C08614);Biocyc:(CPD1F-133 CPD-7196)	20613502	601.4249877929688	605.62158	3315_cdhrc_dbgi_alc_pos_sirius_5091
1261	2	1	2	0.09054399791566829	-100.94034124699488	N/A	37.99024645414506	C13H20O2	[M + H]+	BJIUWHJLYNODIC	InChI=1S/C13H20O2/c14-12-10-8-6-4-2-1-3-5-7-9-11-13-15/h14-15H,1-5,10-13H2	null	C(CCC#CCCO)CCC#CCCO	2.5	10750881	PubChem:(10750881)	2	209.15380981782943	400.047132	5385_cdhrc_dbgi_alc_pos_sirius_1134
1262	2	1	7	0.09043755863585867	-128.32669167681513	N/A	35.81767053980869	C21H19N5O2	[M + H]+	QXVVHSFZJHASPC	InChI=1S/C21H19N5O2/c1-2-28-21(27)16-8-10-17(11-9-16)25-19-18-12-24-26(20(18)23-14-22-19)13-15-6-4-3-5-7-15/h3-12,14H,2,13H2,1H3,(H,22,23,25)	Oprea1_299214	CCOC(=O)C1=CC=C(C=C1)NC2=C3C=NN(C3=NC=N2)CC4=CC=CC=C4	3.9000001	1340881	PubChem:(1340881);PubMed	66	374.15989080347686	298.72058400000003	3318_cdhrc_dbgi_alc_pos_sirius_5907
1263	8	1	11	0.09041683293316895	-180.01173916089277	N/A	68.26339510103449	C15H30N3O4P	[M + K]+	UBKLNPCERYAVLB	InChI=1S/C15H30N3O4P/c1-4-16-13(19)7-10-23(22,11-8-14(20)17-5-2)12-9-15(21)18-6-3/h4-12H2,1-3H3,(H,16,19)(H,17,20)(H,18,21)	3,3'',3''''-phosphoryltris(N-ethylpropanamide)	CCNC(=O)CCP(=O)(CCC(=O)NCC)CCC(=O)NCC	-1.79999995	298429	PubChem:(298429)	2	386.16043620231295	157.167804	4701_cdhrc_dbgi_alc_pos_sirius_6246
1264	1	1	1	0.09034374067060853	-19.219627578667748	N/A	1100.1029316587544	C36H64O5	[M + Na]+	UARHXHPRJDJCKE	InChI=1S/C36H64O5/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-36(39)41-34(32-37)33-40-35(38)30-28-26-24-22-20-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,34,37H,3-4,6,8-10,12,14-16,19-33H2,1-2H3	Diacylglycerol(15:0/18:3n3)	CCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCC=CCC	12.3000002	14275371;134769447;138268937	COCONUT:(CNP0395783);HMDB:(7076);PubChem:(14275371 134769447 138268937);SuperNatural:(SN00216916);PubChem class - bio and metabolites;Lipid:(DG(16:0_17:3))	4314890250	599.4674587129705	662.14188	3576_cdhrc_dbgi_alc_pos_sirius_1044
1265	1	1	11	0.09029560530848094	-199.1778289444315	N/A	35.78661675580288	C23H29NO10	[M + H]+	LYZLAJRQPMTWJW	InChI=1S/C23H29NO10/c1-12(25)24-19-22(32-15(4)28)21(31-14(3)27)18(10-29-13(2)26)34-23(19)30-11-17-20(33-17)16-8-6-5-7-9-16/h5-9,17-23H,10-11H2,1-4H3,(H,24,25)	null	CC(=O)NC1C(C(C(OC1OCC2C(O2)C3=CC=CC=C3)COC(=O)C)OC(=O)C)OC(=O)C	0.300000012	101220284	PubChem:(101220284)	2	480.1865680523985	213.173934	5097_cdhrc_dbgi_alc_pos_sirius_2536
1266	5	1	10	0.09028903975596761	-233.11304476438187	N/A	71.21914040516617	C23H21N3O8	[M + K]+	MEOKOGWVWVYAKW	InChI=1S/C23H21N3O8/c1-31-18-11-14(10-16(20(18)32-2)26-22(29)17-4-3-9-33-17)23(30)34-12-19(27)25-15-7-5-13(6-8-15)21(24)28/h3-11H,12H2,1-2H3,(H2,24,28)(H,25,27)(H,26,29)	[2-(4-carbamoylanilino)-2-oxoethyl] 3-(furan-2-carbonylamino)-4,5-dimethoxybenzoate	COC1=CC(=CC(=C1OC)NC(=O)C2=CC=CO2)C(=O)OCC(=O)NC3=CC=C(C=C3)C(=O)N	1.70000005	2114422	PubChem:(2114422)	2	506.0941162109375	177.325296	1300_cdhrc_dbgi_alc_pos_sirius_5499
1267	1	1	1	0.09008170245417445	-179.29254826085077	N/A	91.66658311167527	C14H12O6	[M + H]+	PHGIGZCYZKOQCG	InChI=1S/C14H12O6/c15-13(20-11-5-6-17-14(11)16)4-2-9-1-3-10-12(7-9)19-8-18-10/h1-4,7,11H,5-6,8H2	[(3R)-2-oxooxolan-3-yl] (E)-3-(1,3-benzodioxol-5-yl)prop-2-enoate	C1COC(=O)C1OC(=O)C=CC2=CC3=C(C=C2)OCO3	2.0999999	8705157;8705158	PubChem:(8705157 8705158)	2	277.07096082001846	174.774966	5957_cdhrc_dbgi_alc_pos_sirius_3738
1268	1	1	2	0.09006771073263475	-267.2696347622075	N/A	80.50997237722832	C13H23NO6	[M + H]+	WRXDPKAGXNLCBI	InChI=1S/C13H23NO6/c1-12(2,3)20-11(18)13(4,5)9(14)10(17)19-7-6-8(15)16/h9H,6-7,14H2,1-5H3,(H,15,16)	null	CC(C)(C)OC(=O)C(C)(C)C(C(=O)OCCC(=O)O)N	-1.79999995	56630070	PubChem:(56630070)	2	290.1600646972656	226.80166200000002	6756_cdhrc_dbgi_alc_pos_sirius_5578
1269	6	1	10	0.08993859182166769	-116.9237880162276	N/A	144.50067040530718	C38H66O5	[M + Na]+	MWAZCJONPGINBY	InChI=1S/C38H66O5/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-37(40)42-35-36(34-39)43-38(41)33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h10-13,16-19,36,39H,3-9,14-15,20-35H2,1-2H3	null	CCCCCC=CCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCC	12.3999996	134751053	PubChem:(134751053)	2	625.4829986554363	698.80536	5552_cdhrc_dbgi_alc_pos_sirius_646
1270	1	1	2	0.08988955581027278	-73.94629196887955	N/A	159.46451738193048	C18H26O2	[M + H]+	KDVOULUCGQGVQH	InChI=1S/C18H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-5,8-9H,10-17H2,1H3,(H,19,20)	(10Z,14E,16E)-10,14,16-Octadecatrien-12-ynoic acid	CC=CC=CC#CC=CCCCCCCCCC(=O)O	5.35304451	10731060	COCONUT:(CNP0414262);HMDB:(35963);Natural Products:(UNPD39103);PubChem:(10731060);PubChem class - bio and metabolites;PubMed	18907210	275.2007480209821	284.881272	3448_cdhrc_dbgi_alc_pos_sirius_2281
1271	1	1	7	0.0895695926634056	-89.58071586285706	N/A	46.96090999388869	C16H28O8	[M + H]+	FOXBWGQSBSJEOT	InChI=1S/C16H28O8/c1-9(4-3-5-10(2)15(21)22)6-7-23-16-14(20)13(19)12(18)11(8-17)24-16/h5,9,11-14,16-20H,3-4,6-8H2,1-2H3,(H,21,22)	(E,6R)-2,6-dimethyl-8-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoct-2-enoic acid	CC(CCC=C(C)C(=O)O)CCOC1C(C(C(C(O1)CO)O)O)O	0.300000012	11653163;16755538	COCONUT:(CNP0205196);KNApSAcK:(30591);Natural Products:(UNPD127712 UNPD186362);PubChem:(11653163 16755538);SuperNatural:(SN00374465 SN00328032)	3178514	349.1861079173244	175.537566	3444_cdhrc_dbgi_alc_pos_sirius_2613
1272	1	1	1	0.0895255798343915	-11.915698966804483	N/A	219.18522738333778	C18H30O2	[M + H]+	DTOSIQBPPRVQHS	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)	alpha-LA	CCC=CCC=CCC=CCCCCCCCC(=O)O	5.86273956	860;445640;4028869;5991656;5280934;5282822;5312499;5312500;5312501;5312502;5312503;5312504;5461005;12359003;12359005;12359006;25245675;52912203;53778543;71749794;70674793;70674794;70675588;70675602;71309393;87329441;88801875;90937457;101947580;101947581;102602067;117064405;118797069;118366622;118366623;129773991;129848552;129853298;132935946;132426821;135385002	HMDB:(1388 30964);PubChem class - food;SuperNatural:(SN00298436 SN00003487 SN00020772 SN00299171 SN00064437);ZINC bio:(ZINC03802189 ZINC03870057 ZINC13508536 ZINC13508538 ZINC13508540 ZINC14616300);MeSH:(5280934);Plantcyc:(LINOLENIC_ACID);PubMed;NORMAN:(NS00012800);COCONUT:(CNP0149780 CNP0218792);KNApSAcK:(7247);Natural Products:(UNPD14564 UNPD213805 UNPD61555);PubChem:(860 445640 4028869 5991656 5280934 5282822 5312499 5312500 5312501 5312502 5312503 5312504 5461005 12359003 12359005 12359006 25245675 52912203 53778543 71749794 70674793 70674794 70675588 70675602 71309393 87329441 88801875 90937457 101947580 101947581 102602067 117064405 118797069 118366622 118366623 129773991 129848552 129853298 132935946 132426821 135385002);YMDB Mine;CHEBI:(32387 92583 27432);PubChem class - bio and metabolites;KEGG:(C06427);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(SMA-0000047 CPD-10245 LINOLENIC_ACID)	34614978942	279.2321517195176	537.1337159999999	3162_cdhrc_dbgi_alc_pos_sirius_165
1273	1	1	2	0.08950043463556202	-200.59563427636974	N/A	50.857427839113505	C15H23NO5	[M + H]+	WRIUTRYYHXOLLG	InChI=1S/C15H23NO5/c1-5-6-20-12-7-11(15(18)19)8-13(21-9(2)3)14(12)16-10(4)17/h5,8-9,12-14H,1,6-7H2,2-4H3,(H,16,17)(H,18,19)	null	CC(C)OC1C=C(CC(C1NC(=O)C)OCC=C)C(=O)O	0.800000012	9839185	PubChem:(9839185)	2	298.1662642641948	154.26507	6649_cdhrc_dbgi_alc_pos_sirius_2401
1274	1	1	6	0.08943971809139908	-331.1066927806356	N/A	134.77317855437127	C39H67NO7	[M + H]+	NDHCUURGNOQKPR	InChI=1S/C39H67NO7/c1-6-8-10-12-14-16-17-18-19-20-22-24-26-28-30-38(42)47-35(33-45-32-31-36(39(43)44)40(3,4)5)34-46-37(41)29-27-25-23-21-15-13-11-9-7-2/h8-11,14-16,21,35-36H,6-7,12-13,17-20,22-34H2,1-5H3/p+1	null	CCC=CCC=CCCCCCCCCCC(=O)OC(COCCC(C(=O)O)[N+](C)(C)C)COC(=O)CCCCC=CCC=CCC	9.80000019	134751871;134751872	PubChem:(134751871 134751872)	2	662.4983369076575	623.9468400000001	679_cdhrc_dbgi_alc_pos_sirius_2475
1275	1	1	1	0.08928680512020121	-47.26436952319835	N/A	146.94175039557103	C15H22O	[M + H]+	KOBSLTSXWKEUCB	InChI=1S/C15H22O/c1-9(2)13-8-14-10(3)5-6-12(14)11(4)7-15(13)16/h11-12H,5-8H2,1-4H3	null	CC1CC(=O)C(=C(C)C)CC2=C(CCC12)C	3.20000005	50922710;75582266	COCONUT:(CNP0179091);HMDB:(38201);Natural Products:(UNPD129909);PubChem:(50922710 75582266);SuperNatural:(SN00269674);PubChem class - bio and metabolites	19955722	219.1736828165585	226.225236	5174_cdhrc_dbgi_alc_pos_sirius_1464
1276	1	1	10	0.08927743333160022	-200.4081772792819	N/A	69.21123239978101	C17H29NO12	[M + H]+	BAMZESDMLFCCAU	InChI=1S/C17H29NO12/c1-6(21)18-10-12(23)15(9(3-20)29-16(10)27-5-7-4-26-7)30-17-14(25)13(24)11(22)8(2-19)28-17/h7-17,19-20,22-25H,2-5H2,1H3,(H,18,21)	null	CC(=O)NC1C(C(C(OC1OCC2CO2)CO)OC3C(C(C(C(O3)CO)O)O)O)O	-4.5	102505548	PubChem:(102505548)	2	440.1779162738097	114.69423599999999	504_cdhrc_dbgi_alc_pos_sirius_5168
1277	1	1	1	0.08926488604286287	-120.28441054098663	N/A	14.245511362766617	C9H11NO3	[M + H]+	CXRZFTSNBDCOOT	InChI=1S/C9H11NO3/c1-2-8(11)6-3-4-7(9(12)13)10-5-6/h3-5,8,11H,2H2,1H3,(H,12,13)	5-(1-hydroxypropyl)pyridine-2-carboxylic acid	CCC(C1=CN=C(C=C1)C(=O)O)O	0.800000012	21255490	PubChem:(21255490)	2	182.08120727539062	227.174988	7353_cdhrc_dbgi_alc_pos_sirius_7074
1278	4	1	9	0.08909260778821547	-63.46906623733682	N/A	9.346308214471327	C12H22O7	[M + Na]+	FHJYXPAMKCNSCT	InChI=1S/C12H22O7/c1-2-3-4-5-6-18-12-8(14)7(13)10(19-12)9(15)11(16)17/h7-10,12-15H,2-6H2,1H3,(H,16,17)	null	CCCCCCOC1C(C(C(O1)C(C(=O)O)O)O)O	0.5	56637734	PubChem:(56637734)	2	301.1257748012644	108.251736	4366_cdhrc_dbgi_alc_pos_sirius_2211
1279	2	1	10	0.08903563712715443	-181.406910397553	N/A	72.77671508376179	C21H18N3O9P	[M + H]+	PVLCAQVJDQCITO	InChI=1S/C21H18N3O9P/c25-22(26)19-7-1-16(2-8-19)13-31-34(32-14-17-3-9-20(10-4-17)23(27)28)33-15-18-5-11-21(12-6-18)24(29)30/h1-12H,13-15H2	null	C1=CC(=CC=C1COP(OCC2=CC=C(C=C2)[N+](=O)[O-])OCC3=CC=C(C=C3)[N+](=O)[O-])[N+](=O)[O-]	4.0	15535765	PubChem:(15535765)	2	488.0831199035967	177.99203999999997	4977_cdhrc_dbgi_alc_pos_sirius_3725
1280	3	1	8	0.0890110568680538	-157.17764894434896	N/A	49.58938261772304	C16H23N5O3	[M + Na]+	YXZZBYSEELTXSI	InChI=1S/C16H23N5O3/c1-12-11-13(2)20(18-12)8-4-7-17-16(23)14-5-6-15(22)21(19-14)9-10-24-3/h5-6,11H,4,7-10H2,1-3H3,(H,17,23)	null	CC1=CC(=NN1CCCNC(=O)C2=NN(C(=O)C=C2)CCOC)C	0.100000001	30955059	PubChem:(30955059)	2	356.1703429869883	166.16467799999998	1696_cdhrc_dbgi_alc_pos_sirius_5884
1281	1	1	10	0.08875029144742654	-193.7375150641999	N/A	73.19628948487644	C22H37NO8	[M + H]+	ICJPVOJAFCXORV	InChI=1S/C22H37NO8/c1-11(2)16-8-7-12(3)9-17(16)30-22-19(23-13(4)24)20(27)21(29-15(6)26)18(31-22)10-28-14(5)25/h11-12,16-22,27H,7-10H2,1-6H3,(H,23,24)	null	CC1CCC(C(C1)OC2C(C(C(C(O2)COC(=O)C)OC(=O)C)O)NC(=O)C)C(C)C	2.0	11178244	PubChem:(11178244)	2	444.25965559057886	151.00383599999998	62_cdhrc_dbgi_alc_pos_sirius_4816
1282	1	1	1	0.08874545902103205	-149.98402048064642	N/A	36.953737014574706	C22H39NO3	[M + H]+	NUIPQLMROWHWOA	InChI=1S/C22H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22(26)23(18-20-24)19-21-25/h5-10,24-25H,2-4,11-21H2,1H3	null	CCCCC=CC=CC=CCCCCCCCC(=O)N(CCO)CCO	5.0	54130973;88615033	PubChem:(54130973 88615033)	2	366.3006172210685	527.2985279999999	6118_cdhrc_dbgi_alc_pos_sirius_1608
1283	1	1	2	0.08819603755678031	-172.1955289612401	N/A	34.23284913081456	C12H15NO3	[M + H]+	DQRJVZAXCDWHJD	InChI=1S/C12H15NO3/c14-10-4-2-1-3-9(10)12-8(5-6-13-12)7-11(15)16/h1-4,8,12-14H,5-7H2,(H,15,16)	null	C1CNC(C1CC(=O)O)C2=CC=CC=C2O	-1.39999998	83838181;96607415	PubChem:(83838181 96607415)	2	222.11261536105778	113.69892	6940_cdhrc_dbgi_alc_pos_sirius_2375
1284	1	1	1	0.0880265106566148	-212.53069996848114	N/A	37.740768949779834	C17H21NO5	[M + H]+	FZVUBRKCIOXVQH	InChI=1S/C17H21NO5/c1-18-10-11(14-9-12(21-2)6-8-15(14)18)5-7-13(16(19)22-3)17(20)23-4/h6,8-10,13H,5,7H2,1-4H3	null	CN1C=C(C2=C1C=CC(=C2)OC)CCC(C(=O)OC)C(=O)OC	2.5	134906790	PubChem:(134906790)	2	320.14960423558614	221.711154	5185_cdhrc_dbgi_alc_pos_sirius_1999
1285	1	1	1	0.08789485901559195	-147.7727086768464	N/A	63.44621771347356	C13H20N2O	[M + H]+	YLFUIVUOSAZEKO	InChI=1S/C13H20N2O/c1-12-6-5-7-13(16)15(12)11-10-14-8-3-2-4-9-14/h5-7H,2-4,8-11H2,1H3	null	CC1=CC=CC(=O)N1CCN2CCCCC2	1.60000002	84308720	PubChem:(84308720)	2	221.16501129885745	92.506248	6189_cdhrc_dbgi_alc_pos_sirius_5608
1286	3	1	5	0.08785568955612325	-115.85603994472052	N/A	76.16567428494314	C10H15O9P3	[M + Na]+	FPBKLWBTZPRUDG	InChI=1S/C10H16O9P3/c1-5-9-16-21(12,14-7-3)18-20(11)19-22(13,15-8-4)17-10-6-2/h5-8H,1-4,9-10H2/q+1	null	C=CCOP(=O)(OC=C)O[P+](=O)OP(=O)(OCC=C)OC=C	1.60000002	57088169	PubChem:(57088169)	2	394.9811515917717	33.233331	3006_cdhrc_dbgi_alc_pos_sirius_3245
1287	4	1	6	0.08781159184434353	-154.92932228072382	N/A	66.34339819598715	C18H25N5O5	[M + H]+	TZMRDYHMOZAVLJ	InChI=1S/C18H25N5O5/c1-18(2)27-13-11(6-24)26-17(14(13)28-18)23-8-21-12-15(19-7-20-16(12)23)22-9-3-4-10(25)5-9/h7-11,13-14,17,24-25H,3-6H2,1-2H3,(H,19,20,22)	null	CC1(OC2C(OC(C2O1)N3C=NC4=C(N=CN=C43)NC5CCC(C5)O)CO)C	0.100000001	89931374;89932071	PubChem:(89931374 89932071)	2	392.1914006355473	254.03793600000003	1320_cdhrc_dbgi_alc_pos_sirius_4427
