row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_BK00_neg.mzML Peak area,1685365277_ALC_dbgi_001185_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001152_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001162_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001161_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001175_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001153_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001182_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001146_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001142_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001144_01_01_neg.mzML Peak area,
679,945.1462864072158,2.9697974,,,,23,,,,,,,0,0,0,0,1316420.8,0,191851.67,0,0,1242977.0,0,
680,276.0880217537583,2.9709764,,,,,,,,,,,0,0,0,0,0,0,0,274.15793,0,0,90515.695,
681,315.1083687548532,2.9709225,,,,,,,,,,,0,0,0,0,0,0,1347.5894,0,626.525,1548.1326,1741704.0,
682,475.1744641502446,2.9704156,,,,,,,,,,,0,0,24817.822,3401.3013,0,3734.3574,0,19297.63,47910.293,0,0,
683,487.0521652413483,2.9709346,,,,,,,,,,,0,0,0,0,0,0,236498.62,0,0,361460.9,84473.016,
684,769.2219844640462,2.9714384,,,,,,,,,,,0,0,0,0,0,30781.432,0,0,0,0,0,
685,381.1926479405076,2.972674,,,,36,,,,,,,0,0,0,0,0,33584.145,5902.644,0,55901.67,0,6114.99,
686,615.2310301905836,2.9720097,,,,,,,,,,,0,0,0,0,0,7231.1895,0,22349.352,13018.588,0,0,
687,607.1336042508786,2.9730017,,,,,,,,,,,0,0,0,0,0,70603.74,240864.7,0,0,0,73822.66,
688,1111.268565121755,2.973185,,,,71,,,,,,,0,0,509226.53,19323.053,0,0,0,0,0,0,0,
689,236.03160186828143,2.9756615,,,,23,,,,,,,21.183922,1134308.5,0,0,1579923.2,0,314438.3,0,0,843694.06,73781.84,
690,149.00728360216468,2.9783242,,,,,,,,,,,37.72961,281856.72,0,952.61975,0,0,17582.887,0,0,0,6107.916,
691,161.0226045586049,2.9768155,,,,,,,,,,,0,221948.36,0,0,0,0,23281.906,0,0,47686.395,12033.783,
692,474.57342625872707,2.9775841,,,,,,,,,,,0,26530.385,0,0,125230.1,0,0,0,0,0,435.2462,
693,710.115974359192,2.9759593,,,,,,,,,,,0,412144.3,0,0,1805238.6,0,21273.836,0,0,408647.44,0,
694,469.0442581122397,2.98001,,,,35,,,,,,,426.7089,5240312.5,0,0,0,366289.3,3381073.8,3993.985,0,0,976810.56,
695,475.220669830614,2.9793692,,,,,,,,,,,0,0,124421.21,0,0,0,0,0,0,0,0,
696,382.1150855388662,2.9798076,,,,,,,,,,,0,0,0,259.08716,0,0,2100.3855,215.0452,0,0,32580.486,
697,161.08028094258904,2.9797678,,,,,,,,,,,0,0,0,3111.6113,0,0,534687.3,48792.91,0,0,0,
698,473.0746795257016,2.9823012,,,,23,,,,,,,173.04295,4.322909E7,0,56664.027,5.9765804E7,338541.16,7264558.5,10601.744,6769.036,3.9590404E7,1745737.6,
699,857.7230874573881,2.9836593,,,,,,,,,,,0,0,0,0,0,0,0,0,0,64722.938,0,
700,415.1611946089803,2.9823413,,,,,,,,,,,0,0,0,0,0,15544.513,0,7273.026,62459.055,0,2751.421,
701,451.1395862224622,2.9823072,,,,,,,,,,,0,0,0,0,0,0,0,7260.2236,62443.293,0,628.2717,
702,478.157623831724,2.983497,,,,,,,,,,,0,0,0,0,0,0,0,3509.0728,24572.072,0,0,
703,475.07664738978707,2.985105,,,,23,,,,,,,0,1062003.4,0,0,1774381.1,0,0,0,183.3088,231666.22,0,
704,311.041003320542,2.9845333,,,,,,,,,,,0,815024.0,0,0,0,0,0,14892.723,2910.4233,0,0,
705,931.2224662907059,2.9866836,,,,,,,,,,,0,0,0,0,0,0,331223.38,0,0,0,0,
706,189.07560605942987,2.989521,,,,,,,,,,,75.91873,0,10594.031,203717.0,0,0,193898.08,0,50600.336,0,65547.67,
707,523.217746839787,2.9884853,,,,,,,,,,,0,34710.81,22528.783,34564.164,0,0,6112.7666,0,0,0,0,
708,393.0845342339561,2.9920745,,,,,,,,,,,0,0,0,119702.5,0,0,0,130068.195,0,0,0,
709,433.11557678268065,2.9926388,,,,,,,,,,,0,0,0,0,0,162951.58,30369.902,0,0,0,0,
710,340.21325660716565,2.9938152,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1162333.5,0,
711,768.2904445782395,2.9938152,,,,,,,,,,,0,0,0,0,0,0,0,0,0,365576.9,0,
712,474.07768835866,2.995934,,,,,,,,,,,0,0,0,0,1.3173201E7,0,0,0,480.9554,0,0,
713,727.1164935576036,2.9957578,,,,,,,,,,,0,367151.1,0,0,7840.666,0,0,0,0,4633.5264,0,
714,755.1118299435789,3.0012367,,,,23,,,,,,,0,0,0,0,373798.34,0,0,0,0,191395.98,0,
715,307.10423515643754,3.0014043,,,,,,,,,,,0,0,52416.547,0,0,0,0,0,0,0,0,
716,457.13694317901655,3.0044665,,,,,,,,,,,0,0,37006.02,0,0,0,0,0,42141.53,0,0,
717,1083.2314463558023,3.0059993,,,,,,,,,,,0,143360.45,0,0,0,5181.572,41186.207,0,0,104487.21,0,
718,206.08151774248384,3.0069656,,,,,,,,,,,0,17169.918,0,24378.56,0,6552.6104,84031.31,32819.117,36059.215,296559.56,0,
719,555.1292739221877,3.007658,,,,71,,,,,,,0,0,2316082.5,215633.48,0,0,0,49015.203,0,0,0,
720,392.1044998786781,3.007777,,,,,,,,,,,0,0,0,0,0,0,237391.6,0,0,0,0,
721,785.2170182425468,3.007777,,,,,,,,,,,0,0,0,0,0,0,52102.723,0,0,0,0,
722,609.1506101725244,3.0094824,,,,26,,,,,,,0,924563.6,0,0,0,6943805.0,1907911.0,0,1843138.2,981176.7,9694364.0,
723,727.0838542986506,3.0082421,,,,26,,,,,,,0,0,0,0,0,63111.83,6642.6934,0,4312.205,0,72093.85,
724,283.086234730274,3.0124807,,,,,,,,,,,0,0,145526.78,7714.9053,0,0,0,0,0,0,0,
725,439.12721818289594,3.0124807,,,,,,,,,,,0,0,884158.1,380.6308,0,0,0,0,0,0,0,
726,502.1218524044099,3.0116417,,,,,,,,,,,0,0,53249.5,0,0,0,0,0,0,0,0,
727,525.1369321784975,3.0116417,,,,,,,,,,,0,0,39656.49,0,0,0,0,0,0,0,0,
728,672.1420888284744,3.0126543,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,159387.72,
729,281.0671300318019,3.0154018,,,,,,,,,,,0,0,0,126302.06,0,1395378.4,0,0,0,0,0,
730,891.2258389116265,3.0174837,,,,,,,,,,,0,0,0,0,0,137073.36,0,0,0,0,0,
731,399.0645221453555,3.0184743,,,,,,,,,,,0,0,0,0,0,0,0,0,193277.08,0,0,
732,521.2043441602569,3.018741,,,,,,,,,,,0,0,0,0,0,0,2129.8286,11048.74,1198186.5,0,0,
733,569.2140569590581,3.018858,,,,,,,,,,,0,0,0,0,0,0,0,1311.4597,147362.12,0,0,
734,639.140234835591,3.0184743,,,,,,,,,,,0,0,0,0,0,0,0,0,47607.37,0,0,
735,500.03186034287774,3.0175877,,,,,,,,,,,0,0,0,0,154724.12,0,0,0,0,10732.676,0,
736,484.0618066894579,3.0194488,,,,,,,,,,,0,147206.5,0,0,223875.3,0,0,0,0,0,0,
737,677.134351700798,3.021695,,,,26,,,,,,,0,0,0,0,0,66457.17,0,0,0,0,81425.22,
738,889.2093344274604,3.0235825,,,,,,,,,,,0,0,0,0,0,52837.445,37507.113,0,0,0,0,
739,433.1364557874219,3.0246558,,,,,,,,,,,40617.664,0,4284.4307,65340.9,0,0,0,0,71886.836,0,12107.287,
740,439.183193809665,3.025555,,,,,,,,,,,0,704.68604,41183.973,464264.56,0,0,0,250126.47,56869.605,0,70722.75,
741,425.1445374738408,3.025906,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,56513.85,
742,917.2444345665697,3.0280936,,,,,,,,,,,0,0,0,0,0,0,282750.47,0,0,0,0,
743,329.1245710517083,3.029639,,,,,,,,,,,59.94719,0,0,0,0,8901.203,865.0528,4888.2896,108568.4,1551.3474,0,
744,472.06354462764284,3.0306778,,,,23,,,,,,,0,1806025.6,0,0,1364826.8,0,608572.3,0,0,1451902.8,167033.22,
745,279.0513408413307,3.0329392,,,,25,,,,,,,84.957214,0,41987.082,0,278177.0,464354.38,1910060.8,162501.02,73900.68,671316.1,0,
746,163.03855939297415,3.035612,,,,,,,,,,,0,262462.28,14997.883,8604.269,97938.13,0,1091057.4,0,0,0,0,
747,308.1871993432694,3.0362234,,,,,,,,,,,0,0,0,0,0,0,0,0,0,207238.52,0,
748,338.1979785240602,3.0362234,,,,,,,,,,,0,0,0,0,0,0,0,0,0,122642.92,0,
749,517.0983917452648,3.0379765,,,,,,,,,,,0,0,0,0,29651.127,0,0,0,0,0,0,
750,541.0601265382271,3.0387323,,,,,,,,,,,0,24309.512,0,0,207385.77,0,4240.2485,0,0,0,0,
751,319.08307722115643,3.0384307,,,,25,,,,,,,0,62482.9,14723.23,49974.883,235220.4,51640.96,498574.94,0,3296.9663,0,0,
752,743.1831438970898,3.0387018,,,,,,,,,,,0,0,0,0,0,0,25343.965,0,0,0,0,
753,463.1265672040231,3.0402324,,,,,,,,,,,0,65216.16,0,0,224213.89,97753.0,77454.34,525.293,0,13984.003,54951.875,
754,577.2518560981282,3.0463736,,,,,,,,,,,0,0,0,0,0,0,0,0,0,69698.66,0,
755,409.1156604574603,3.0477085,,,,,,,,,,,0,0,1290773.8,1708.8892,0,0,0,0,0,0,0,
756,369.1202961755994,3.0485535,,,,,,,,,,,0,0,0,0,5092.6084,979.30634,0,0,0,0,27597.42,
757,477.10561972969447,3.048542,,,,,,,,,,,0,2071.482,0,107.77434,2724.5322,0,0,0,0,0,33848.04,
758,591.2334088556563,3.0486946,,,,,,,,,,,0,0,201648.89,172243.27,0,0,27805.936,0,437138.0,6778.627,0,
759,311.0772228467384,3.0501459,,,,,,,,,,,0,0,0,0,0,198611.42,344.52667,0,0,0,0,
760,592.2348876821961,3.0508413,,,,,,,,,,,0,0,0,0,0,0,6031.6367,0,97392.17,0,0,
761,429.15428119164073,3.0519896,,,,,,,,,,,0,0,0,0,0,909.00323,0,20351.695,0,0,0,
762,227.12818889317722,3.059329,,,,,,,,,,,0,0,0,0,0,0,2692.3474,0,0,705.5978,42871.59,
763,431.09955379396445,3.060558,,,,,,,,,,,202.21533,5379.264,0,0,13489.114,6292798.5,174.52438,0,0,1347.0658,60600.566,
764,863.2054862296811,3.0611482,,,,,,,,,,,0,0,0,0,0,30201.557,0,0,0,0,0,
765,173.0803677732602,3.0603166,,,,,,,,,,,19476.885,3745.379,6308.283,10666.414,5661.213,7556.4395,0,33862.055,4519.2656,0,8976.55,
766,731.1117468076735,3.069921,,,,,,,,,,,0,112641.26,0,0,0,0,0,0,0,3044.2803,0,
767,547.2031375497374,3.0712743,,,,,,,,,,,0,0,0,0,0,104687.59,1718.0258,0,1903.0542,3932.695,0,
768,593.2104226689016,3.070814,,,,,,,,,,,0,0,0,0,0,217111.97,9298.445,0,0,20091.67,0,
769,499.0653978447938,3.0726554,,,,,,,,,,,0,0,0,0,0,0,0,0,81838.36,0,0,
770,1057.2462816193802,3.0726554,,,,,,,,,,,0,0,0,0,0,0,0,0,47948.094,0,0,
771,499.0499611760688,3.07655,,,,29,,,,,,,0,191474.14,0,0,48944.344,0,137729.88,0,0,128923.98,128556.74,
772,421.16442826042174,3.076604,,,,,,,,,,,0,0,0,0,0,0,0,73508.85,0,0,0,
773,448.183474825139,3.076604,,,,,,,,,,,0,0,0,0,0,0,0,43081.12,0,0,0,
774,547.1316739054819,3.0780084,,,,18,,,,,,,0,0,927569.56,175440.06,0,0,0,0,0,0,0,
775,1095.2730868805297,3.0780084,,,,18,,,,,,,0,0,180058.34,44459.547,0,0,0,0,0,0,0,
776,423.092260389283,3.080635,,,,,,,,,,,0,2670.0432,0,0,545.8938,0,0,0,0,0,212219.64,
777,471.06055667691925,3.0823631,,,,23,,,,,,,0,9454107.0,0,0,6668372.0,0,3409680.0,0,0,7445562.5,0,
778,531.0747823611231,3.0823848,,,,30,,,,,,,0,0,118.757835,0,0,0,0,0,178522.33,0,68077.016,
779,475.1821161892188,3.081464,,,,,,,,,,,0,0,319.5343,0,0,0,0,0,736106.2,0,2780.2998,
780,954.1347997628742,3.0820167,,,,,,,,,,,0,24335.957,0,0,0,9467.85,42269.47,0,649.4976,0,9205.806,
781,301.03443003452065,3.0844402,,,,29,,,,,,,0,309040.94,0,850.3364,0,14225.774,29476.969,1357.7197,0,194728.12,0,
782,307.1406767630989,3.0857549,,,,,,,,,,,0,0,0,189489.53,0,112707.664,181065.03,175548.16,71632.55,0,0,
783,477.0699775706159,3.085679,,,,29,,,,,,,0,1.8580054E7,0,306160.62,4536017.0,4747421.5,8602328.0,431171.2,775.26135,1.4895476E7,6659630.0,
784,953.132749536048,3.0852213,,,,51,,,,,,,0,0,0,0,0,21467.496,98703.33,0,0,0,56022.996,
785,431.19414162982656,3.0852127,,,,,,,,,,,39.10042,0,0,0,0,0,14817.779,1533086.2,0,0,0,
786,576.9931599288033,3.0871894,,,,29,,,,,,,0,189781.6,0,0,55868.113,0,132672.73,1602.7886,0,162634.5,105430.336,
787,955.1499693728507,3.0873363,,,,,,,,,,,0,227970.77,0,0,137213.11,79952.21,0,282.6701,0,1827009.5,180958.61,
788,526.0833202695394,3.0879638,,,,30,,,,,,,0,0,0,0,0,0,0,0,72338.97,0,60699.64,
789,391.1619902860771,3.0883987,,,,,,,,,,,0,0,23455.105,0,0,0,0,119554.93,0,808.02545,95114.86,
790,476.0585775818581,3.0899627,,,,,,,,,,,0,0,0,0,0,39159.945,0,4564.393,0,16641.98,88197.54,
791,475.0544501085314,3.091413,,,,51,,,,,,,33.876183,63941.055,0,23659.133,10793.226,365002.4,0,29416.371,0,66324.06,431603.56,
792,927.1870947320067,3.092676,,,,,,,,,,,0,0,0,0,0,0,0,0,502267.66,52184.312,57581.54,
793,299.01974047233705,3.0923896,,,,51,,,,,,,0,74803.41,682.16547,2576.8438,5538.9043,58724.19,71919.13,0,0,17281.207,70514.33,
794,951.1532665241151,3.0959098,,,,23,,,,,,,0,630946.75,0,0,211551.34,0,0,0,0,397870.8,0,
795,509.09425465379314,3.100516,,,,,,,,,,,0,0,0,0,0,0,0,21740.92,0,0,0,
796,463.09099137649184,3.1014142,,,,30,,,,,,,59.340706,1788563.1,0,196110.0,355322.34,669514.2,157200.48,919747.4,9332740.0,2709012.0,3395093.5,
797,941.1706712003296,3.1045773,,,,23,,,,,,,0,177313.34,0,0,0,0,4626.204,0,0,187890.48,83334.09,
798,949.1386468984223,3.1057675,,,,,,,,,,,0,172343.94,0,0,0,211.72021,9381.588,0,0,0,0,
799,293.06742402012026,3.1067684,,,,,,,,,,,0,0,0,0,0,52071.98,0,1566964.1,0,0,0,
800,300.19387102212283,3.113409,,,,,,,,,,,0,0,0,0,0,162.41403,0,56861.87,0,0,0,
801,375.13190119708156,3.1128411,,,,,,,,,,,0,0,0,0,0,0,0,216827.47,0,0,5844.3613,
802,461.07441718126984,3.113746,,,,,,,,,,,0,3456.729,0,0,1094.1316,12201.072,0,31368.516,0,7087.4126,33514.625,
803,937.1711443696008,3.1141984,,,,23,,,,,,,0,220184.69,0,0,54125.895,544.43195,0,0,0,265094.28,0,
804,947.1598815148864,3.1151762,,,,,,,,,,,0,362119.62,0,0,336595.75,0,0,0,0,0,0,
805,378.07999650886944,3.11949,,,,,,,,,,,0,0,0,28531.46,0,0,0,0,0,0,0,
806,572.9976835995468,3.119599,,,,70,,,,,,,0,186052.4,0,0,245468.14,0,8043.0293,0,0,0,0,
807,495.05469278239445,3.1247792,,,,70,,,,,,,0,171880.11,0,0,306263.78,0,0,0,0,169887.06,2079.3809,
808,349.0577854831981,3.1300464,,,,,,,,,,,0,0,0,30657.855,0,0,975191.94,0,0,0,0,
809,378.9775758049249,3.1376674,,,,,,,,,,,0,0,0,0,0,3903.7183,82144.64,0,0,0,791.28955,
810,559.1116382160754,3.1388156,,,,,,,,,,,0,0,0,0,0,0,59898.67,0,0,0,0,
811,635.1661410936458,3.1376407,,,,,,,,,,,0,0,0,0,0,0,222581.88,0,0,0,516.2527,
812,771.1825481891747,3.139594,,,,,,,,,,,0,0,125216.43,135340.5,0,116733.44,0,51606.953,193.48303,0,184.93826,
813,413.1458622588869,3.1424656,,,,,,,,,,,0,0,0,0,388696.3,0,0,170.79393,0,0,160209.33,
814,565.1957202644118,3.1461647,,,,,,,,,,,0,17958.148,0,0,0,218185.16,18743.805,0,332672.66,2234.71,18680.727,
815,729.262572467631,3.146478,,,,,,,,,,,0,0,0,0,0,0,52690.81,0,0,52630.277,927.8348,
816,623.1638492979483,3.1465404,,,,66,,,,,,,0,0,0,21897.943,0,0,43302.87,0,0,0,1964.2496,
817,917.2307258385625,3.1488302,,,,,,,,,,,0,0,0,0,0,0,10895.599,0,0,0,0,
818,462.07809324350166,3.151726,,,,,,,,,,,0,0,0,0,0,0,318.6787,0,409881.2,876.24414,0,
819,483.05761858130796,3.1523173,,,,,,,,,,,0,0,0,0,0,0,0,0,50998.637,0,0,
820,562.0043067848235,3.1531742,,,,,,,,,,,0,0,0,0,0,0,0,0,107272.17,1243.7964,0,
821,427.1256927322744,3.1530366,,,,,,,,,,,0,0,17780.896,4630.133,0,0,2423.0867,3379.7725,1831.8958,0,0,
822,439.21902140625605,3.1553645,,,,,,,,,,,0,0,0,36254.293,0,3944.0068,0,11588.687,429.25012,329.99124,0,
823,453.19888386051866,3.1539135,,,,,,,,,,,0,0,436.10107,0,0,0,0,28159.395,16142.193,0,0,
824,727.1565523209649,3.1599422,,,,,,,,,,,0,0,0,0,0,55178.61,711.05896,0,0,0,0,
825,1041.2574731687291,3.1598809,,,,,,,,,,,0,0,0,0,0,68894.945,0,0,0,0,0,
826,567.2123001013565,3.161356,,,,,,,,,,,0,197234.11,322907.16,507405.7,49310.21,223215.11,461752.0,332699.6,3300189.8,0,0,
827,459.06021929884815,3.1635401,,,,,,,,,,,0,0,0,0,0,0,0,0,120791.914,0,0,
828,377.18273970391044,3.163599,,,,,,,,,,,0,161061.27,0,0,0,0,0,0,0,0,404680.5,
829,505.1020457300825,3.1650538,,,,,,,,,,,0,0,0,0,0,0,0,0,0,91188.29,0,
830,421.1162489995363,3.1658506,,,,,,,,,,,0,0,99765.516,1027.5928,0,0,0,0,0,0,0,
831,385.08728637263044,3.1663187,,,,,,,,,,,0,0,0,111541.64,0,0,0,0,0,0,0,
832,483.07092846791915,3.170158,,,,,,,,,,,0,0,0,0,0,129746.75,0,0,0,0,0,
833,909.2153234292185,3.170158,,,,,,,,,,,0,0,0,0,0,354264.5,0,0,0,0,0,
834,1055.2709268751125,3.170158,,,,,,,,,,,0,0,0,0,0,101859.09,0,0,0,0,0,
835,665.1768964474326,3.1702375,,,,,,,,,,,0,520.3561,0,0,0,0,106027.17,0,0,0,0,
836,449.20392698736146,3.1744015,,,,,,,,,,,25.389912,0,0,0,0,0,0,0,0,265828.44,0,
837,473.16509694395313,3.1769378,,,,,,,,,,,0,0,1323.0667,791.79944,0,0,0,14005.023,0,18546.69,0,
838,493.09980384777145,3.1812656,,,,,,,,,,,0,42009.535,0,0,4135.36,208157.2,101289.27,1676.0066,0,0,1467.4918,
839,461.11163931081273,3.1801877,,,,,,,,,,,0,0,0,0,0,1.3973048E7,0,934.53394,0,0,0,
840,923.2322621537047,3.182193,,,,,,,,,,,0,0,0,0,0,566974.4,0,0,0,0,0,
841,477.23431689126386,3.1843448,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,33227.65,
842,467.1699655029866,3.1886182,,,,,,,,,,,0,0,0,0,0,0,0,0,0,124208.94,0,
843,468.17413441908616,3.1886182,,,,,,,,,,,0,0,0,0,0,0,0,0,0,83462.41,0,
844,478.1430686301061,3.1922936,,,,,,,,,,,0,221.3966,0,0,35036.58,0,0,3008.8047,0,0,5934.2393,
845,331.1044490730788,3.1959395,,,,,,,,,,,0,34895.035,0,0,0,0,12462.086,67095.69,0,0,769676.94,
846,367.1984584987031,3.1970072,,,,,,,,,,,0,0,9597.592,0,0,1839.7468,7652.8164,2268.6318,24818.139,0,3560.2507,
847,445.09350342104307,3.2004843,,,,,,,,,,,0,0,207923.42,0,0,0,0,0,0,0,0,
848,472.1122272055781,3.2004843,,,,,,,,,,,0,0,111224.51,0,0,0,0,0,0,0,0,
849,495.12898933640264,3.2004843,,,,,,,,,,,0,0,168740.92,0,0,0,0,0,0,0,0,
850,237.07628445457428,3.201211,,,,,,,,,,,0,0,86.4973,133.80908,0,0,0,45850.793,0,0,0,
851,593.1552482744866,3.2021353,,,,27,,,,,,,0,78285.87,0,0,285.0224,1549538.0,5582846.5,0,534714.56,82437.266,1831135.9,
852,757.164858728651,3.202936,,,,,,,,,,,0,0,0,566.5022,934.8021,67300.31,0,0,0,0,0,
853,450.1197675103993,3.2059965,,,,,,,,,,,0,0,0,0,0,0,1468015.2,0,0,0,0,
854,405.1778664453447,3.2060142,,,,,,,,,,,0,0,94247.75,66039.875,0,123363.75,342189.34,666762.44,159040.56,2348474.2,0,
855,579.1393036995458,3.2063258,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,139029.33,
856,377.05016692001504,3.207795,,,,,,,,,,,0,0,0,0,0,0,1569.8644,0,24169.674,1411.0742,1561.7505,
857,408.98656734478135,3.2082846,,,,,,,,,,,0,0,0,0,0,0,497.32098,0,19703.715,1454.9365,0,
858,577.1593640532299,3.209451,,,,66,,,,,,,0,0,0,75332.17,0,0,135521.58,0,43159.53,0,0,
859,717.2749598930327,3.2124324,,,,,,,,,,,0,1032.3511,0,0,0,0,0,0,0,32352.13,0,
860,509.2244618411349,3.2144,,,,,,,,,,,0,0,0,35946.137,698.39453,4253.2744,1134.1307,5982.5586,0,0,0,
861,477.1417723759937,3.219061,,,,,,,,,,,0,0,0,0,185152.14,0,0,223791.02,0,0,151392.39,
862,309.06251213379096,3.2272182,,,,,,,,,,,0,400794.44,0,0,164130.36,953414.9,416744.1,717807.0,1032783.0,217631.88,106236.88,
863,901.2462870242696,3.2281735,,,,,,,,,,,0,0,0,0,0,0,48446.895,0,0,0,0,
864,519.1727574268002,3.2320223,,,,,,,,,,,0,0,0,0,0,0,119220.55,33628.387,0,492.6584,0,
865,549.2556553393085,3.2361386,,,,,,,,,,,0,107655.42,0,0,7311.263,0,0,1506.1711,0,0,0,
866,503.12200699210103,3.2356007,,,,,,,,,,,0,236708.05,169766.1,538119.5,21356.0,0,0,13448.021,0,14922.468,0,
867,549.0884140853364,3.2360926,,,,,,,,,,,0,12307.039,136.4577,0,0,97948.08,0,0,0,0,0,
868,521.2039190942176,3.2376022,,,,,,,,,,,0,351.5385,31457.584,131865.19,68667.97,16486.037,37657.656,0,0,0,43046.168,
869,711.0885670786389,3.2379313,,,,,,,,,,,0,221.43317,0,0,0,0,40215.004,0,0,0,9525.464,
870,817.2225798274479,3.238269,,,,,,,,,,,0,0,0,0,0,0,32804.734,0,0,0,0,
871,1187.3140172606338,3.2383258,,,,,,,,,,,0,0,0,0,0,441.4444,67640.19,0,0,0,5709.3545,
872,656.1492603287339,3.2383258,,,,27,,,,,,,0,0,0,0,0,1507.3127,36686.926,0,0,0,49850.043,
873,317.1241892264755,3.2384784,,,,,,,,,,,0,0,0,0,87.04054,0,0,0,0,0,43401.797,
874,441.14069511950396,3.2379644,,,,,,,,,,,0,0,0,536.70294,0,1028.8442,0,0,0,0,31728.82,
875,629.1299577712549,3.239412,,,,,,,,,,,0,0,0,0,0,2691.5588,19853.592,0,1030.7434,0,19884.213,
876,661.1390055642383,3.2386863,,,,,,,,,,,0,281.02032,0,0,0,5090.856,34764.273,0,1086.547,0,40699.465,
877,245.0926581218548,3.242035,,,,,,,,,,,0,0,0,0,0,0,0,18239.51,32914.39,84747.75,0,
878,223.06068058247038,3.2416484,,,,,,,,,,,0,3099664.2,0,0,0,0,1022880.8,0,0,0,855.1915,
879,391.0689745855635,3.242671,,,,,,,,,,,0,0,0,0,0,0,0,0,126358.336,0,0,
880,319.14091194417523,3.2460194,,,,,,,,,,,0,12900.686,16948.803,0,0,13008.338,0,5725.164,144466.22,43423.867,0,
881,561.0000177249335,3.2454386,,,,4,,,,,,,0,0,0,0,0,0,233124.06,0,104687.47,0,0,
882,923.1603986659644,3.2454386,,,,4,,,,,,,0,0,0,0,0,0,541745.2,0,83895.23,0,0,
883,763.2844542918338,3.2473161,,,,,,,,,,,0,0,19536.496,27848.492,762.41003,0,4029.0703,1582.6198,94180.164,0,0,
884,171.06472096245022,3.250678,,,,,,,,,,,28632.637,0,43728.19,62243.336,50872.316,99120.3,124171.86,67614.88,0,75753.43,75331.08,
885,394.1720365991925,3.2496634,,,,,,,,,,,0,0,0,0,0,1110.0803,0,0,0,0,24758.66,
886,217.07138755746476,3.255195,,,,,,,,,,,0,0,0,0,0,0,0,0,0,51030.4,0,
887,567.0443217378878,3.2575445,,,,,,,,,,,0,49332.6,0,0,0,0,0,0,0,0,0,
888,899.2315047312474,3.2575445,,,,,,,,,,,0,261551.94,0,0,0,0,0,0,0,0,0,
889,433.0793701107884,3.2630467,,,,,,,,,,,60.41957,0,0,130161.086,0,0,0,0,43217.8,1052.6539,2982.0984,
890,424.1469205435337,3.2651074,,,,,,,,,,,0,0,0,0,0,0,0,0,830.6861,29442.104,2248.069,
891,551.2710580946447,3.2679856,,,,,,,,,,,0,88408.06,0,0,414837.6,61184.25,0,0,34758.98,0,24125.219,
892,361.1518879734405,3.2705219,,,,,,,,,,,0,42686.895,38796.42,0,37554.094,99493.06,72988.625,154778.95,85095.31,509346.25,38517.637,
893,595.2254736290226,3.2726827,,,,,,,,,,,0,0,2161.0474,13320.859,334.1106,36048.25,2526.62,0,0,0,0,
894,989.227626604062,3.2736566,,,,,,,,,,,0,0,0,0,0,0,57546.66,0,0,0,0,
895,532.1248526299278,3.2741034,,,,,,,,,,,0,0,0,68960.734,0,0,0,0,0,0,0,
896,377.16147683599115,3.284507,,,,,,,,,,,0,0,0,1276.1821,0,0,2138.651,31993.342,0,0,0,
897,437.20528036901766,3.2848861,,,,,,,,,,,0,0,274.90518,55907.156,0,0,0,3296.6304,0,0,0,
898,529.098742197077,3.286133,,,,,,,,,,,0,0,0,0,0,126147.01,0,0,0,71160.484,0,
899,525.0650982416388,3.2929575,,,,2,,,,,,,0,79462.74,0,0,96392.43,0,10771.795,0,0,0,0,
900,457.08021522831825,3.2921414,,,,2,,,,,,,0,3361113.8,0,0,5385367.0,1952.2787,1509531.1,0,0,278286.34,0,
901,425.16625730071337,3.293282,,,,,,,,,,,0,0,0,0,0,27449.639,0,0,0,0,0,
902,913.14889662952,3.2929575,,,,,,,,,,,0,8022.4473,0,0,36767.664,0,2997.2012,0,0,0,0,
903,915.1647283081086,3.2916937,,,,,,,,,,,0,13871.835,0,0,131416.27,0,0,0,0,0,0,
904,421.10699763630015,3.2954855,,,,,,,,,,,0,0,0,0,0,0,75465.88,0,0,0,0,
905,797.2172306129931,3.2954855,,,,,,,,,,,0,0,0,0,0,0,37178.555,0,0,0,0,
906,811.1984132126987,3.2954855,,,,,,,,,,,0,0,0,0,0,0,75161.76,0,0,0,0,
907,513.1122735941151,3.2958908,,,,,,,,,,,0,0,82851.05,0,0,0,0,8473.425,0,0,0,
